season,event_type,start_datetime,start_datetime_est,event_id,opp_team_id,team_id,team_abbr,team_location,team_name,is_home,at_home_venue,minutes,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,assists_turnover_ratio,personal_fouls,ejections,foulouts,points,fast_break_pts,second_chance_pts,team_turnovers,points_off_turnovers,team_rebounds,flagrant_fouls,player_tech_fouls,team_tech_fouls,coach_tech_fouls,points_in_paint,pls_min,effective_fg_pct,bench_points,points_in_paint_att,points_in_paint_made,points_in_paint_pct,true_shooting_att,true_shooting_pct,biggest_lead,fouls_drawn,offensive_fouls,efficiency,efficiency_game_score,defensive_rating,offensive_rating,coach_ejections,points_against,possessions,opponent_possessions,team_defensive_rebounds,team_offensive_rebounds,time_leading,defensive_points_per_possession,offensive_points_per_possession,team_fouls,total_rebounds,total_fouls,second_chance_att,second_chance_made,second_chance_pct,fast_break_att,fast_break_made,fast_break_pct,most_unanswered_points,most_unanswered_own_score,most_unanswered_opp_score,defensive3seconds,jumpshots,dunks,layups,tipshots,hooks,bonus,rank
2023,reg,"2023-07-23 00:00:00","2023-07-22 19:00:00",164475,1795,1793,LAS,"Los Angeles",Sparks,0,0,200,32,63,50.8,8,18,44.4,24,45,53.3,6,12,14,85.7,3,21,24,20,12,4,1,1.67,12,0,0,84,8,0,3,15,6,1,1,0,0,32,-14,57.1,20,33,16,48.5,69.16,60.7,4,14,1,83,62.2,121.58808933002,103.49926071957,0,98,81.16,80.6,2,4,207,1.21,1.03,0,30,12,2,0,0,7,3,42.9,7,27,24,NULL,40,NULL,22,NULL,NULL,1,NULL
2023,reg,"2023-07-23 19:00:00","2023-07-23 14:00:00",164476,1791,1786,NYL,"New York",Liberty,1,1,200,37,68,54.4,17,34,50,20,34,58.8,4,10,14,71.4,11,24,35,29,16,8,3,1.81,15,0,0,101,9,20,0,25,5,0,1,0,0,34,18,66.9,29,26,17,65.4,74.16,68.1,34,17,0,122,89.9,103.13121272366,127.58969176352,0,83,79.16,80.48,1,4,2366,1.05,1.28,0,40,15,11,8,72.7,4,4,100,12,23,9,NULL,47,NULL,21,NULL,NULL,0,NULL
2023,reg,"2023-07-23 19:00:00","2023-07-23 14:00:00",164476,1786,1791,IND,Indiana,Fever,0,0,200,30,65,46.2,8,17,47.1,22,48,45.8,3,15,17,88.2,8,17,25,19,15,10,4,1.27,17,0,1,83,12,10,1,14,7,1,0,0,0,38,-18,52.3,26,37,19,51.4,72.48,57.3,0,15,3,84,63.7,127.58969176352,103.13121272366,0,101,80.48,79.16,3,4,0,1.25,1.03,0,32,17,8,4,50,5,4,80,11,37,60,NULL,33,NULL,32,NULL,NULL,1,NULL
2023,reg,"2023-07-23 17:00:00","2023-07-23 12:00:00",164477,1792,1788,WAS,Washington,Mystics,1,1,200,30,65,46.2,7,22,31.8,23,43,53.5,3,17,21,81,6,29,35,18,15,12,3,1.2,14,0,0,84,10,8,0,22,8,1,0,0,0,32,15,51.5,15,22,16,72.7,74.24,56.6,26,18,0,99,67.9,87.033299697275,100.9130225853,0,69,83.24,79.28,1,7,2110,0.83,1.01,0,43,14,6,4,66.7,6,4,66.7,11,43,29,NULL,47,NULL,17,NULL,NULL,1,NULL
2023,reg,"2023-07-23 17:00:00","2023-07-23 12:00:00",164477,1788,1792,PHO,Phoenix,Mercury,0,0,200,26,61,42.6,8,21,38.1,18,40,45,3,9,12,75,5,25,30,20,19,10,3,1.05,18,0,0,69,3,11,0,13,4,0,1,0,0,26,-15,49.2,21,26,13,50,66.28,52.1,5,14,2,67,46.4,100.9130225853,87.033299697275,0,84,79.28,83.24,1,3,176,1.06,0.87,0,34,18,4,3,75,2,1,50,7,23,29,NULL,42,NULL,15,NULL,NULL,1,NULL
2023,reg,"2023-07-25 23:00:00","2023-07-25 18:00:00",164478,1797,1786,NYL,"New York",Liberty,1,1,200,32,80,40,10,35,28.6,22,45,48.9,5,12,14,85.7,13,34,47,26,12,10,5,2.17,11,0,0,86,11,20,1,14,8,0,1,1,1,36,4,46.3,10,38,18,47.4,86.16,49.9,7,15,1,110,76.6,98.605098605099,99.814298978644,0,82,86.16,83.16,1,7,265,0.95,1,2,55,13,14,8,57.1,15,5,33.3,11,52,57,NULL,50,NULL,30,NULL,NULL,1,NULL
2023,reg,"2023-07-25 23:00:00","2023-07-25 18:00:00",164478,1786,1797,SEA,Seattle,Storm,0,0,200,30,70,42.9,11,30,36.7,19,40,47.5,5,11,14,78.6,7,28,35,22,14,10,5,1.57,15,0,0,82,13,4,0,5,3,0,0,0,0,34,-4,50.7,6,32,17,53.1,76.16,53.8,18,11,0,88,66,99.814298978644,98.605098605099,0,86,83.16,86.16,2,1,1842,1.03,0.99,0,38,15,7,2,28.6,13,5,38.5,11,52,35,NULL,46,NULL,24,NULL,NULL,0,NULL
2023,reg,"2023-07-25 23:00:00","2023-07-25 18:00:00",164479,1792,1789,ATL,Atlanta,Dream,1,1,200,31,67,46.3,8,17,47.1,23,50,46,8,8,12,66.7,6,29,35,22,17,5,8,1.29,19,0,0,78,8,5,0,15,10,0,1,0,0,30,13,52.2,42,33,15,45.5,72.28,54,22,17,4,80,56.2,79.656862745098,93.659942363112,0,65,83.28,81.6,3,7,2379,0.78,0.94,0,45,19,5,2,40,8,4,50,13,58,36,NULL,43,NULL,24,NULL,NULL,1,NULL
2023,reg,"2023-07-25 23:00:00","2023-07-25 18:00:00",164479,1789,1792,PHO,Phoenix,Mercury,0,0,200,24,67,35.8,5,24,20.8,19,43,44.2,8,12,15,80,8,25,33,11,13,9,8,0.85,17,0,0,65,7,8,3,18,8,0,1,0,0,30,-13,39.6,25,29,15,51.7,73.6,44.2,0,19,3,60,42.1,93.659942363112,79.656862745098,0,78,81.6,83.28,2,6,0,0.96,0.8,0,41,17,7,3,42.9,8,3,37.5,6,65,78,NULL,45,NULL,16,NULL,NULL,1,NULL
2023,reg,"2023-07-25 23:00:00","2023-07-25 18:00:00",164480,1794,1787,CHI,Chicago,Sky,1,1,200,33,70,47.1,13,24,54.2,20,46,43.5,6,16,19,84.2,9,25,34,23,12,3,3,1.92,22,0,0,95,10,11,1,5,7,1,0,0,0,24,-12,56.4,17,25,12,48,78.36,60.6,4,13,2,91,72.2,127.5631855031,115.34725594949,0,107,82.36,83.88,4,3,122,1.3,1.15,0,41,22,9,5,55.6,8,4,50,6,36,41,NULL,46,NULL,22,NULL,NULL,1,NULL
2023,reg,"2023-07-25 23:00:00","2023-07-25 18:00:00",164480,1787,1794,LVA,"Las Vegas",Aces,0,0,200,38,76,50,7,22,31.8,31,54,57.4,3,24,27,88.9,9,26,35,24,4,7,6,6,13,0,0,107,22,14,1,17,5,0,0,0,0,50,12,54.6,13,41,25,61,87.88,60.9,16,22,1,140,100.7,115.34725594949,127.5631855031,0,95,83.88,82.36,2,3,2113,1.13,1.28,0,40,13,10,6,60,10,8,80,8,30,24,NULL,42,NULL,34,NULL,NULL,1,NULL
2023,reg,"2023-07-26 00:00:00","2023-07-25 19:00:00",164481,1790,1795,DAL,Dallas,Wings,1,1,200,31,76,40.8,7,21,33.3,24,55,43.6,4,14,20,70,18,26,44,15,9,5,5,1.67,21,0,1,83,19,24,1,10,8,0,0,1,1,40,-5,45.4,9,44,20,45.5,84.8,48.9,9,15,0,82,61.8,112.18765935747,108.07291666667,0,88,76.8,78.44,2,6,1001,1.15,1.08,2,52,23,15,8,53.3,14,7,50,12,47,40,NULL,38,NULL,37,NULL,NULL,1,NULL
2023,reg,"2023-07-26 00:00:00","2023-07-25 19:00:00",164481,1795,1790,CON,Connecticut,Sun,0,0,200,29,66,43.9,7,24,29.2,22,42,52.4,5,23,26,88.5,8,23,31,19,7,6,4,2.71,15,0,0,88,12,15,2,10,8,0,0,0,0,36,5,49.2,4,31,18,58.1,77.44,56.8,12,21,0,102,73.8,108.07291666667,112.18765935747,0,83,78.44,76.8,4,4,1325,1.06,1.12,0,39,15,8,6,75,5,3,60,11,36,24,NULL,40,NULL,25,NULL,NULL,1,NULL
2023,reg,"2023-07-26 02:00:00","2023-07-25 21:00:00",164482,1791,1793,LAS,"Los Angeles",Sparks,1,1,200,31,71,43.7,6,16,37.5,25,55,45.5,4,11,12,91.7,6,19,25,17,11,9,5,1.55,13,0,0,79,5,13,0,21,9,0,0,0,0,38,1,47.9,6,40,19,47.5,76.28,51.8,11,15,0,81,59.4,96.391497775581,97.194881889764,0,78,81.28,80.92,4,5,1406,0.96,0.97,0,34,13,9,5,55.6,4,2,50,8,31,25,NULL,43,NULL,27,NULL,NULL,1,NULL
2023,reg,"2023-07-26 02:00:00","2023-07-25 21:00:00",164482,1793,1791,IND,Indiana,Fever,0,0,200,28,64,43.8,6,22,27.3,22,42,52.4,5,16,18,88.9,8,27,35,20,15,4,4,1.33,15,0,0,78,8,9,2,13,10,0,0,1,0,36,-1,48.4,10,32,18,56.3,71.92,54.2,5,13,2,81,57.1,97.194881889764,96.391497775581,0,79,80.92,81.28,3,7,746,0.98,0.96,1,45,16,6,1,16.7,4,4,100,10,50,51,NULL,37,NULL,26,NULL,NULL,1,NULL
2023,reg,"2023-07-27 00:00:00","2023-07-26 19:00:00",164483,1788,1796,MIN,Minnesota,Lynx,1,1,200,37,73,50.7,4,13,30.8,33,60,55,4,19,23,82.6,9,24,33,21,11,10,0,1.91,8,0,0,97,17,6,0,13,8,1,0,0,0,46,5,53.4,25,45,23,51.1,83.12,58.3,9,18,0,116,83.1,107.27611940299,113.95676691729,0,92,85.12,85.76,3,5,1376,1.08,1.14,0,41,8,9,2,22.2,7,5,71.4,10,31,22,NULL,40,NULL,31,NULL,NULL,0,NULL
2023,reg,"2023-07-27 00:00:00","2023-07-26 19:00:00",164483,1796,1788,WAS,Washington,Mystics,0,0,200,40,78,51.3,8,21,38.1,32,57,56.1,0,4,4,100,8,21,29,18,13,7,4,1.38,18,0,0,92,13,9,1,12,8,0,1,1,1,42,-5,56.4,26,35,21,60,79.76,57.7,8,8,1,88,67.5,113.95676691729,107.27611940299,0,97,85.76,85.12,5,3,783,1.13,1.07,2,37,20,8,4,50,8,6,75,7,40,39,NULL,48,NULL,30,NULL,NULL,0,NULL
2023,reg,"2023-07-27 19:30:00","2023-07-27 14:30:00",164484,1791,1793,LAS,"Los Angeles",Sparks,1,1,200,28,63,44.4,5,20,25,23,43,53.5,3,20,23,87,4,26,30,17,12,7,4,1.42,9,0,0,81,12,7,0,19,8,0,0,0,0,42,13,48.4,16,35,21,60,73.12,55.4,16,19,1,96,63.6,85.728693898134,99.852071005917,0,68,81.12,79.32,4,4,2011,0.84,1,0,38,9,3,2,66.7,8,5,62.5,8,20,15,NULL,36,NULL,25,NULL,NULL,1,NULL
2023,reg,"2023-07-27 19:30:00","2023-07-27 14:30:00",164484,1793,1791,IND,Indiana,Fever,0,0,200,29,64,45.3,8,25,32,21,39,53.8,4,2,3,66.7,3,27,30,19,13,8,3,1.46,19,0,0,68,6,0,4,15,6,0,0,0,0,32,-13,51.6,24,29,16,55.2,65.32,52.1,4,9,2,65,47.4,99.852071005917,85.728693898134,0,81,79.32,81.12,3,3,300,1.02,0.86,0,36,19,3,0,0,6,2,33.3,4,4,0,NULL,41,NULL,21,NULL,NULL,0,NULL
2023,reg,"2023-07-27 23:00:00","2023-07-27 18:00:00",164485,1789,1786,NYL,"New York",Liberty,1,1,200,32,66,48.5,11,31,35.5,21,35,60,5,20,22,90.9,5,34,39,23,13,3,2,1.77,21,0,0,95,9,9,0,10,8,0,0,0,0,32,11,56.8,11,25,16,64,75.68,62.8,18,17,5,104,73.6,102.28933268388,113.52772466539,0,84,83.68,82.12,3,5,2359,1,1.14,0,47,21,5,3,60,8,4,50,11,11,0,NULL,46,NULL,19,NULL,NULL,0,NULL
2023,reg,"2023-07-27 23:00:00","2023-07-27 18:00:00",164485,1786,1789,ATL,Atlanta,Dream,0,0,200,31,73,42.5,8,26,30.8,23,47,48.9,2,14,23,60.9,8,24,32,18,7,1,5,2.57,17,0,0,84,7,9,0,19,8,0,0,1,1,34,-11,47.9,34,32,17,53.1,83.12,50.5,0,21,1,84,57.8,113.52772466539,102.28933268388,0,95,82.12,83.68,2,6,0,1.16,1.02,2,40,19,10,4,40,6,3,50,8,52,59,NULL,49,NULL,24,NULL,NULL,1,NULL
2023,reg,"2023-07-29 00:00:00","2023-07-28 19:00:00",164486,1788,1795,DAL,Dallas,Wings,1,1,200,37,63,58.7,5,16,31.3,32,47,68.1,2,11,12,91.7,6,42,48,29,20,5,6,1.45,15,0,0,90,14,14,0,8,8,0,0,0,0,60,28,62.7,24,40,30,75,68.28,65.9,31,16,1,130,80.6,78.203834510595,109.38259601361,0,62,82.28,79.28,3,5,2352,0.75,1.09,0,56,15,9,7,77.8,5,5,100,14,82,51,NULL,28,NULL,35,NULL,NULL,0,NULL
2023,reg,"2023-07-29 00:00:00","2023-07-28 19:00:00",164486,1795,1788,WAS,Washington,Mystics,0,0,200,25,73,34.2,5,26,19.2,20,47,42.6,6,7,12,58.3,7,14,21,19,8,11,2,2.38,16,0,0,62,9,3,0,22,3,0,0,0,0,28,-28,37.7,16,32,14,43.8,78.28,39.6,0,15,0,47,39.3,109.38259601361,78.203834510595,0,90,79.28,82.28,2,1,0,1.14,0.78,0,24,16,6,1,16.7,3,3,100,6,23,37,NULL,48,NULL,25,NULL,NULL,1,NULL
2023,reg,"2023-07-29 00:00:00","2023-07-28 19:00:00",164487,1797,1787,CHI,Chicago,Sky,1,1,200,27,66,40.9,5,20,25,22,46,47.8,4,15,22,68.2,6,20,26,18,10,8,12,1.8,12,0,0,74,6,9,0,6,14,0,0,0,0,32,-9,44.7,24,33,16,48.5,75.68,48.9,5,18,0,84,60.2,99.663784822286,92.871485943775,0,83,79.68,83.28,4,10,423,1.04,0.93,0,40,12,7,3,42.9,6,2,33.3,7,67,75,NULL,45,NULL,18,NULL,NULL,1,NULL
2023,reg,"2023-07-29 00:00:00","2023-07-28 19:00:00",164487,1787,1797,SEA,Seattle,Storm,0,0,200,33,79,41.8,7,26,26.9,26,53,49.1,12,10,12,83.3,16,30,46,22,13,5,4,1.69,18,0,0,83,6,26,2,12,8,0,0,0,0,42,9,46.2,18,43,21,48.8,84.28,49.2,18,12,1,81,63.3,92.871485943775,99.663784822286,0,74,83.28,79.68,0,8,1769,0.89,1,0,54,18,19,11,57.9,11,3,27.3,8,50,42,NULL,43,NULL,35,NULL,NULL,1,NULL
2023,reg,"2023-07-30 17:00:00","2023-07-30 12:00:00",164488,1796,1790,CON,Connecticut,Sun,1,1,200,28,72,38.9,3,17,17.6,25,55,45.5,4,24,27,88.9,11,23,34,22,10,10,5,2.2,14,0,0,83,6,10,0,18,3,0,0,0,0,42,-4,41,17,44,21,47.7,83.88,49.5,2,20,0,99,70.5,102.30479774224,100.14478764479,0,87,82.88,85.04,0,3,211,1.05,1,0,37,14,10,3,30,7,2,28.6,8,50,48,NULL,30,NULL,41,NULL,NULL,1,NULL
2023,reg,"2023-07-30 17:00:00","2023-07-30 12:00:00",164488,1790,1796,MIN,Minnesota,Lynx,0,0,200,35,61,57.4,6,19,31.6,29,42,69,5,11,16,68.8,3,28,31,23,19,6,4,1.21,20,0,0,87,8,4,1,10,10,0,1,0,0,52,4,62.3,28,37,26,70.3,68.04,63.9,9,14,4,89,64.7,100.14478764479,102.30479774224,0,83,85.04,82.88,5,5,1830,0.98,1.02,0,41,20,3,2,66.7,5,4,80,7,66,58,NULL,33,NULL,28,NULL,NULL,1,NULL
2023,reg,"2023-07-30 19:00:00","2023-07-30 14:00:00",164489,1788,1789,ATL,Atlanta,Dream,1,1,200,27,58,46.6,10,23,43.5,17,35,48.6,1,16,19,84.2,2,31,33,21,20,7,7,1.05,19,0,0,80,19,4,0,10,11,0,0,0,0,32,7,55.2,15,27,16,59.3,66.36,60.3,9,22,3,96,58.7,82.954545454545,94.831673779042,0,73,84.36,88,5,6,1763,0.87,0.95,0,44,19,3,2,66.7,12,7,58.3,7,29,25,NULL,37,NULL,20,NULL,NULL,1,NULL
2023,reg,"2023-07-30 19:00:00","2023-07-30 14:00:00",164489,1789,1788,WAS,Washington,Mystics,0,0,200,23,72,31.9,6,21,28.6,17,51,33.3,7,21,25,84,11,22,33,13,14,13,1,0.93,22,0,0,73,11,12,2,15,10,0,0,0,0,32,-7,36.1,12,43,16,37.2,83,44,6,19,2,56,44.5,94.831673779042,82.954545454545,0,80,88,84.36,4,6,507,0.91,0.83,0,43,22,8,2,25,8,3,37.5,10,41,40,NULL,41,NULL,31,NULL,NULL,1,NULL
2023,reg,"2023-07-30 20:00:00","2023-07-30 15:00:00",164490,1786,1793,LAS,"Los Angeles",Sparks,1,1,200,31,72,43.1,5,22,22.7,26,50,52,6,12,18,66.7,4,21,25,17,8,10,3,2.13,13,0,0,79,16,5,0,17,15,0,0,1,1,46,-8,46.5,32,39,23,59,79.92,49.4,0,18,0,78,58.5,106.30498533724,94.137273593899,0,87,83.92,81.84,5,10,0,1.04,0.94,2,40,15,4,1,25,9,7,77.8,15,73,80,NULL,41,NULL,30,NULL,NULL,1,NULL
2023,reg,"2023-07-30 20:00:00","2023-07-30 15:00:00",164490,1793,1786,NYL,"New York",Liberty,0,0,200,32,70,45.7,15,34,44.1,17,36,47.2,3,8,11,72.7,10,32,42,26,17,5,6,1.53,18,0,0,87,6,5,0,8,6,0,1,1,0,24,8,56.4,20,28,12,42.9,74.84,58.1,27,13,2,99,69.4,94.137273593899,106.30498533724,0,79,81.84,83.92,1,5,2376,0.97,1.06,1,48,19,9,2,22.2,3,3,100,19,21,2,NULL,48,NULL,22,NULL,NULL,1,NULL
2023,reg,"2023-07-30 20:00:00","2023-07-30 15:00:00",164491,1797,1791,IND,Indiana,Fever,1,1,200,25,66,37.9,4,16,25,21,50,42,5,8,12,66.7,10,17,27,17,17,8,2,1,11,0,0,62,9,13,1,15,8,0,0,0,0,34,-23,40.9,13,39,17,43.6,71.28,43.5,4,19,1,57,36.2,110.79249217935,78.203834510595,0,85,79.28,76.72,1,7,156,1.07,0.78,0,35,11,11,5,45.5,6,4,66.7,9,9,5,NULL,35,NULL,30,NULL,NULL,0,NULL
2023,reg,"2023-07-30 20:00:00","2023-07-30 15:00:00",164491,1791,1797,SEA,Seattle,Storm,0,0,200,31,58,53.4,12,24,50,19,34,55.9,2,11,13,84.6,5,23,28,23,17,11,5,1.35,19,0,0,85,4,8,1,21,11,0,0,0,0,24,23,63.8,30,22,12,54.5,63.72,66.7,25,11,3,96,72.4,78.203834510595,110.79249217935,0,62,76.72,79.28,5,6,2203,0.81,1.11,0,39,19,6,3,50,5,2,40,15,44,19,NULL,45,NULL,13,NULL,NULL,0,NULL
2023,reg,"2023-07-30 20:00:00","2023-07-30 15:00:00",164492,1792,1787,CHI,Chicago,Sky,1,1,200,39,74,52.7,12,21,57.1,27,53,50.9,5,14,16,87.5,8,19,27,27,7,6,8,3.86,13,0,0,104,10,11,0,32,9,0,0,0,0,32,19,60.8,23,35,16,45.7,81.04,64.2,19,15,2,125,96.6,107.37746336534,129.93503248376,0,85,80.04,79.16,4,5,2300,1.06,1.3,0,36,13,9,4,44.4,4,4,100,9,20,8,NULL,52,NULL,21,NULL,NULL,1,NULL
2023,reg,"2023-07-30 20:00:00","2023-07-30 15:00:00",164492,1787,1792,PHO,Phoenix,Mercury,0,0,200,30,63,47.6,12,27,44.4,18,36,50,8,13,14,92.9,8,21,29,24,16,4,5,1.5,15,0,0,85,6,5,2,5,6,0,0,0,0,34,-19,57.1,23,31,17,54.8,69.16,61.5,1,13,1,87,66.7,129.93503248376,107.37746336534,0,104,79.16,80.04,3,3,43,1.31,1.07,0,35,15,7,1,14.3,4,1,25,5,36,45,NULL,41,NULL,22,NULL,NULL,0,NULL
2023,reg,"2023-07-30 22:00:00","2023-07-30 17:00:00",164493,1795,1794,LVA,"Las Vegas",Aces,1,1,200,32,64,50,13,25,52,19,39,48.7,3,27,28,96.4,3,27,30,17,8,5,7,2.13,18,0,0,104,9,7,0,19,4,0,1,1,1,36,13,60.2,14,32,18,56.3,76.32,68.1,20,23,0,123,88.4,103.12783318223,127.88981800295,0,91,81.32,88.24,3,1,2360,1.12,1.28,2,34,20,3,3,100,8,4,50,6,79,61,NULL,38,NULL,25,NULL,NULL,1,NULL
2023,reg,"2023-07-30 22:00:00","2023-07-30 17:00:00",164493,1794,1795,DAL,Dallas,Wings,0,0,200,36,78,46.2,7,18,38.9,29,60,48.3,7,12,21,57.1,15,26,41,18,16,8,3,1.13,23,0,0,91,11,24,0,7,9,0,1,1,0,44,-13,50.6,11,43,22,51.2,87.24,52.2,0,18,0,81,63,127.88981800295,103.12783318223,0,104,88.24,81.32,3,6,0,1.18,1.03,1,50,24,17,12,70.6,9,5,55.6,15,76,79,NULL,49,NULL,29,NULL,NULL,1,NULL
2023,reg,"2023-08-01 23:00:00","2023-08-01 18:00:00",164494,1792,1791,IND,Indiana,Fever,1,1,200,25,63,39.7,4,15,26.7,21,48,43.8,4,18,22,81.8,11,25,36,12,20,8,3,0.6,20,0,0,72,8,6,1,18,9,0,0,0,0,38,1,42.9,6,39,19,48.7,72.68,49.5,11,23,5,68,42,86.416747809153,87.082728592163,0,71,82.68,82.16,5,4,1654,0.86,0.87,0,45,20,10,2,20,7,2,28.6,8,68,57,NULL,28,NULL,34,NULL,NULL,1,NULL
2023,reg,"2023-08-01 23:00:00","2023-08-01 18:00:00",164494,1791,1792,PHO,Phoenix,Mercury,0,0,200,25,64,39.1,9,23,39.1,16,41,39,3,12,14,85.7,6,23,29,18,18,7,4,1,23,0,0,71,15,4,0,19,9,0,1,1,1,18,-1,46.1,17,25,9,36,70.16,50.6,5,20,3,63,41.7,87.082728592163,86.416747809153,0,72,82.16,82.68,4,5,557,0.88,0.86,2,38,25,9,2,22.2,8,4,50,10,71,70,NULL,42,NULL,22,NULL,NULL,0,NULL
2023,reg,"2023-08-01 23:00:00","2023-08-01 18:00:00",164495,1796,1790,CON,Connecticut,Sun,1,1,200,36,71,50.7,4,20,20,32,51,62.7,1,3,6,50,7,25,32,25,9,7,7,2.78,18,0,0,79,8,7,2,22,5,0,1,0,0,54,10,53.5,21,41,27,65.9,73.64,53.6,14,13,2,96,68.1,82.575394925802,101.75167439464,0,69,77.64,83.56,2,3,1697,0.89,1.02,0,37,18,5,2,40,5,4,80,6,24,18,NULL,33,NULL,36,NULL,NULL,1,NULL
2023,reg,"2023-08-01 23:00:00","2023-08-01 18:00:00",164495,1790,1796,MIN,Minnesota,Lynx,0,0,200,23,59,39,5,18,27.8,18,41,43.9,7,18,24,75,5,25,30,14,16,5,1,0.88,13,0,0,69,7,4,3,7,13,0,0,0,0,30,-10,43.2,14,33,15,45.5,69.56,49.6,3,18,3,59,39.8,101.75167439464,82.575394925802,0,79,83.56,77.64,3,10,465,0.95,0.83,0,43,13,6,1,16.7,8,2,25,7,69,75,NULL,33,NULL,25,NULL,NULL,1,NULL
2023,reg,"2023-08-02 02:00:00","2023-08-01 21:00:00",164496,1789,1794,LVA,"Las Vegas",Aces,1,1,200,34,65,52.3,11,23,47.8,23,42,54.8,5,14,17,82.4,3,32,35,17,13,12,5,1.31,20,0,0,93,18,6,1,32,6,0,0,0,0,36,21,60.8,22,29,18,62.1,72.48,64.2,22,16,4,106,78,85.106382978723,111.40392908481,0,72,83.48,84.6,0,6,2099,0.86,1.11,0,41,20,5,3,60,9,6,66.7,15,84,62,NULL,41,NULL,23,NULL,NULL,0,NULL
2023,reg,"2023-08-02 02:00:00","2023-08-01 21:00:00",164496,1794,1789,ATL,Atlanta,Dream,0,0,200,29,67,43.3,4,20,20,25,47,53.2,5,10,15,66.7,6,22,28,21,15,5,5,1.4,16,0,0,72,12,9,2,3,8,0,0,0,0,28,-21,46.3,18,28,14,50,73.6,48.9,6,20,1,72,47.3,111.40392908481,85.106382978723,0,93,84.6,83.48,3,5,188,1.1,0.85,0,36,16,6,4,66.7,6,5,83.3,8,39,49,NULL,47,NULL,19,NULL,NULL,1,NULL
2023,reg,"2023-08-02 02:00:00","2023-08-01 21:00:00",164497,1786,1793,LAS,"Los Angeles",Sparks,1,1,200,24,70,34.3,6,20,30,18,50,36,6,15,16,93.8,12,23,35,18,12,7,1,1.5,17,0,0,69,8,10,1,13,7,0,0,0,0,32,-7,38.6,9,37,16,43.2,77.04,44.8,8,16,1,64,46,101.87667560322,88.416196822142,0,76,78.04,74.6,1,6,1471,0.97,0.88,0,42,17,11,3,27.3,5,4,80,10,22,14,NULL,42,NULL,27,NULL,NULL,1,NULL
2023,reg,"2023-08-02 02:00:00","2023-08-01 21:00:00",164497,1793,1786,NYL,"New York",Liberty,0,0,200,28,66,42.4,8,33,24.2,20,33,60.6,1,12,15,80,13,27,40,20,12,6,6,1.67,16,0,0,76,3,12,3,12,6,0,0,0,0,34,7,48.5,8,29,17,58.6,72.6,52.3,7,17,2,95,62.8,88.416196822142,101.87667560322,0,69,74.6,78.04,2,4,707,0.92,1.02,0,46,16,9,4,44.4,6,1,16.7,8,25,24,NULL,47,NULL,19,NULL,NULL,1,NULL
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,SEA,Seattle,Storm,1,1,200,26,64,40.6,6,20,30,20,44,45.5,2,7,10,70,5,25,30,15,18,2,2,0.83,16,0,0,65,15,4,0,7,7,0,0,0,0,32,-11,45.3,4,28,16,57.1,68.4,47.5,0,15,2,52,29.9,93.503937007874,79.85257985258,0,76,81.4,81.28,5,2,0,0.93,0.8,0,37,16,4,2,50,7,6,85.7,7,53,63,NULL,44,NULL,19,NULL,NULL,1,NULL
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,DAL,Dallas,Wings,0,0,200,28,77,36.4,8,22,36.4,20,55,36.4,2,12,12,100,17,27,44,17,13,11,2,1.31,15,0,0,76,12,16,3,15,9,0,0,0,0,36,11,41.6,13,43,18,41.9,82.28,46.2,17,16,1,87,58.6,79.85257985258,93.503937007874,0,65,81.28,81.4,7,2,2294,0.8,0.94,0,53,15,12,6,50,11,5,45.5,7,38,24,NULL,48,NULL,27,NULL,NULL,0,NULL
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,PHO,Phoenix,Mercury,1,1,200,29,71,40.8,10,31,32.3,19,40,47.5,4,23,24,95.8,12,28,40,17,13,5,3,1.31,24,0,0,91,2,18,1,12,6,0,0,0,0,34,20,47.9,26,36,17,47.2,81.56,55.8,21,25,2,97,65.7,87.654320987654,108.90378171374,0,71,83.56,81,1,5,1539,0.85,1.09,0,46,24,12,7,58.3,2,1,50,13,70,52,NULL,44,1,26,NULL,NULL,1,NULL
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,ATL,Atlanta,Dream,0,0,200,25,63,39.7,2,13,15.4,23,50,46,3,19,25,76,8,23,31,16,15,8,4,1.07,25,0,1,71,6,11,0,12,10,0,1,0,0,34,-20,41.3,23,37,17,45.9,74,48,7,24,6,66,44,108.90378171374,87.654320987654,0,91,81,83.56,3,7,830,1.12,0.88,0,41,25,7,4,57.1,6,2,33.3,11,22,17,NULL,33,NULL,28,NULL,NULL,1,NULL
