season,event_type,start_datetime,start_datetime_est,event_id,opp_team_id,team_id,team_abbr,team_location,team_name,is_home,at_home_venue,minutes,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,assists_turnover_ratio,personal_fouls,ejections,foulouts,points,fast_break_pts,second_chance_pts,team_turnovers,points_off_turnovers,team_rebounds,flagrant_fouls,player_tech_fouls,team_tech_fouls,coach_tech_fouls,points_in_paint,pls_min,effective_fg_pct,bench_points,points_in_paint_att,points_in_paint_made,points_in_paint_pct,true_shooting_att,true_shooting_pct,biggest_lead,fouls_drawn,offensive_fouls,efficiency,efficiency_game_score,defensive_rating,offensive_rating,coach_ejections,points_against,possessions,opponent_possessions,team_defensive_rebounds,team_offensive_rebounds,time_leading,defensive_points_per_possession,offensive_points_per_possession,team_fouls,total_rebounds,total_fouls,second_chance_att,second_chance_made,second_chance_pct,fast_break_att,fast_break_made,fast_break_pct,most_unanswered_points,most_unanswered_own_score,most_unanswered_opp_score,defensive3seconds,jumpshots,dunks,layups,tipshots,hooks,bonus,rank
2023,reg,"2023-07-09 19:00:00","2023-07-09 14:00:00",164451,1788,1790,CON,Connecticut,Sun,1,1,200,33,65,50.8,13,25,52,20,40,50,4,13,21,61.9,4,20,24,18,11,6,1,1.64,17,0,0,92,4,9,1,17,11,0,0,1,0,24,8,60.8,19,26,12,46.2,74.24,62,11,21,0,90,66.8,104.21836228288,111.86770428016,0,84,82.24,80.6,2,9,1590,1.02,1.12,1,35,18,6,3,50,5,2,40,7,7,0,NULL,46,NULL,18,NULL,NULL,1,NULL
2023,reg,"2023-07-09 19:00:00","2023-07-09 14:00:00",164451,1790,1788,WAS,Washington,Mystics,0,0,200,33,61,54.1,7,17,41.2,26,44,59.1,1,11,15,73.3,5,26,31,24,17,8,4,1.41,21,0,0,84,12,12,1,15,6,0,0,1,0,46,-8,59.8,29,29,23,79.3,67.6,62.1,6,17,4,97,66.4,111.86770428016,104.21836228288,0,92,80.6,82.24,1,5,530,1.14,1.04,1,37,22,6,5,83.3,7,6,85.7,7,30,24,NULL,40,NULL,21,NULL,NULL,0,NULL
2023,reg,"2023-07-09 20:00:00","2023-07-09 15:00:00",164452,1795,1791,IND,Indiana,Fever,1,1,200,30,67,44.8,3,14,21.4,27,53,50.9,4,13,17,76.5,11,24,35,18,17,5,2,1.06,21,0,0,76,10,15,1,18,8,0,0,0,0,36,-1,47,13,35,18,51.4,74.48,51,8,18,2,71,48,98.164201937787,93.27442317133,0,77,81.48,78.44,3,5,822,0.95,0.93,0,43,21,11,6,54.5,9,5,55.6,12,31,32,NULL,40,NULL,27,NULL,NULL,1,NULL
2023,reg,"2023-07-09 20:00:00","2023-07-09 15:00:00",164452,1791,1795,DAL,Dallas,Wings,0,0,200,27,62,43.5,2,13,15.4,25,49,51,2,21,26,80.8,9,24,33,18,13,9,4,1.38,18,0,1,77,19,4,1,16,5,0,0,0,0,34,1,45.2,8,28,17,60.7,73.44,52.4,13,21,3,89,60.1,93.27442317133,98.164201937787,0,76,78.44,81.48,1,4,1313,0.97,0.98,0,38,18,6,2,33.3,9,8,88.9,10,75,68,NULL,39,NULL,22,NULL,NULL,1,NULL
2023,reg,"2023-07-09 22:00:00","2023-07-09 17:00:00",164453,1793,1792,PHO,Phoenix,Mercury,1,1,200,30,63,47.6,5,17,29.4,25,46,54.3,2,13,15,86.7,10,27,37,22,17,7,6,1.29,19,0,0,78,2,9,1,9,6,0,0,0,0,40,6,51.6,12,34,20,58.8,69.6,56,13,19,4,96,62.2,88.713652045343,100.51546391753,0,72,77.6,81.16,3,3,1966,0.93,1.01,0,43,19,6,3,50,4,1,25,9,17,10,NULL,39,1,20,NULL,NULL,1,NULL
2023,reg,"2023-07-09 22:00:00","2023-07-09 17:00:00",164453,1792,1793,LAS,"Los Angeles",Sparks,0,0,200,26,70,37.1,8,21,38.1,18,49,36.7,6,12,14,85.7,8,22,30,15,11,9,2,1.36,19,0,1,72,2,9,2,21,8,0,0,0,0,28,-6,42.9,13,33,14,42.4,76.16,47.3,3,19,1,65,47.1,100.51546391753,88.713652045343,0,78,81.16,77.6,0,8,84,0.96,0.89,0,38,19,11,4,36.4,5,1,20,8,10,8,NULL,42,NULL,27,NULL,NULL,1,NULL
2023,reg,"2023-07-09 23:00:00","2023-07-09 18:00:00",164454,1794,1796,MIN,Minnesota,Lynx,1,1,200,36,72,50,9,16,56.3,27,56,48.2,11,8,15,53.3,5,21,26,24,13,6,2,1.85,14,0,0,89,11,13,1,23,11,0,0,0,0,42,-24,56.3,31,41,21,51.2,78.6,56.6,3,11,0,77,65.6,135.88263588264,101.59817351598,0,113,87.6,83.16,0,11,65,1.29,1.02,0,37,14,7,5,71.4,7,5,71.4,6,50,60,NULL,38,NULL,33,NULL,NULL,1,NULL
2023,reg,"2023-07-09 23:00:00","2023-07-09 18:00:00",164454,1796,1794,LVA,"Las Vegas",Aces,0,0,200,43,72,59.7,17,39,43.6,26,33,78.8,2,10,14,71.4,7,27,34,31,11,9,11,2.82,11,0,0,113,18,18,1,20,5,0,0,0,0,40,24,71.5,23,24,20,83.3,78.16,72.3,26,14,0,155,114.2,101.59817351598,135.88263588264,0,89,83.16,87.6,0,5,2299,1.07,1.36,0,39,11,9,7,77.8,11,7,63.6,10,70,50,NULL,54,NULL,18,NULL,NULL,1,NULL
2023,reg,"2023-07-10 00:00:00","2023-07-09 19:00:00",164455,1789,1787,CHI,Chicago,Sky,1,1,200,30,73,41.1,6,22,27.3,24,51,47.1,5,11,16,68.8,8,22,30,20,10,2,6,2,16,0,0,77,11,15,0,15,11,0,0,0,0,32,-11,45.2,10,31,16,51.6,80.04,48.1,3,17,0,73,51.9,109.18114143921,93.856655290102,0,88,82.04,80.6,3,8,273,1.07,0.94,0,41,16,13,7,53.8,7,4,57.1,7,59,57,NULL,50,NULL,21,NULL,NULL,1,NULL
2023,reg,"2023-07-10 00:00:00","2023-07-09 19:00:00",164455,1787,1789,ATL,Atlanta,Dream,0,0,200,35,75,46.7,6,16,37.5,29,59,49.2,6,12,15,80,13,29,42,24,10,8,5,2.4,17,0,0,88,11,18,2,13,8,1,0,0,0,44,11,50.7,8,44,22,50,81.6,53.9,12,16,1,107,77.6,93.856655290102,109.18114143921,0,77,80.6,82.04,3,5,2003,0.96,1.09,0,50,17,13,8,61.5,7,5,71.4,7,33,24,NULL,43,NULL,31,NULL,NULL,1,NULL
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1797,1788,WAS,Washington,Mystics,1,1,200,36,67,53.7,9,24,37.5,27,43,62.8,2,12,16,75,6,25,31,19,12,8,2,1.58,13,0,0,93,10,11,2,20,6,0,1,0,0,32,7,60.4,34,25,16,64,74.04,62.8,25,16,0,106,76.1,105.54737358861,113.35933690883,0,86,82.04,81.48,1,5,1892,1.05,1.13,0,37,13,6,4,66.7,5,5,100,9,26,20,NULL,45,NULL,22,NULL,NULL,1,NULL
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,SEA,Seattle,Storm,0,0,200,30,67,44.8,12,30,40,18,37,48.6,2,14,17,82.4,8,23,31,18,15,9,2,1.2,16,0,0,86,10,7,0,16,7,0,0,0,0,32,-7,53.7,15,29,16,55.2,74.48,57.7,6,13,1,86,64,113.35933690883,105.54737358861,0,93,81.48,82.04,1,6,362,1.14,1.06,0,38,16,7,3,42.9,8,4,50,11,78,84,NULL,41,NULL,26,NULL,NULL,1,NULL
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,LVA,"Las Vegas",Aces,1,1,200,36,72,50,9,25,36,27,47,57.4,2,17,22,77.3,3,32,35,24,3,3,3,8,15,0,0,98,7,7,1,14,8,0,0,0,0,50,26,56.3,10,43,25,58.1,81.68,60,36,19,0,121,84.6,92.118730808598,118.52926947267,0,72,82.68,78.16,1,7,2098,0.87,1.19,0,43,15,5,3,60,3,3,100,15,47,27,NULL,47,NULL,24,NULL,NULL,1,NULL
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,PHO,Phoenix,Mercury,0,0,200,27,70,38.6,6,19,31.6,21,51,41.2,3,12,14,85.7,8,30,38,15,9,3,2,1.67,19,0,0,72,1,12,1,9,5,2,1,0,0,32,-26,42.9,35,37,16,43.2,76.16,47.3,3,15,0,68,45.9,118.52926947267,92.118730808598,0,98,78.16,82.68,1,4,120,1.25,0.92,0,43,19,7,4,57.1,3,0,0,9,72,96,NULL,50,NULL,20,NULL,NULL,1,NULL
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164458,1786,1791,IND,Indiana,Fever,1,1,225,32,82,39,6,21,28.6,26,61,42.6,4,17,21,81,8,32,40,20,13,7,0,1.54,22,0,0,87,7,11,1,15,5,0,0,0,0,44,-8,42.7,34,44,22,50,91.24,47.7,6,22,1,83,55.2,96.387987012987,89.469354175237,0,95,97.24,98.56,1,4,496,0.98,0.89,0,45,22,7,4,57.1,5,2,40,16,72,74,NULL,45,NULL,35,NULL,NULL,0,NULL
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164458,1791,1786,NYL,"New York",Liberty,0,0,225,31,74,41.9,12,36,33.3,19,38,50,0,21,24,87.5,8,39,47,27,19,7,4,1.42,22,0,0,95,9,11,3,16,8,0,0,0,0,28,8,50,15,25,14,56,84.56,56.2,20,22,5,115,72.6,89.469354175237,96.387987012987,0,87,98.56,97.24,3,5,1949,0.88,0.96,0,55,22,5,4,80,7,3,42.9,14,58,41,NULL,55,NULL,19,NULL,NULL,1,NULL
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164459,1790,1787,CHI,Chicago,Sky,1,1,200,25,62,40.3,8,20,40,17,42,40.5,1,14,18,77.8,7,24,31,19,16,6,7,1.19,17,0,0,72,16,13,2,13,12,0,0,0,0,30,-12,46.8,13,31,15,48.4,69.92,51.5,6,14,3,74,50.5,105.68696527428,88.976767177459,0,84,80.92,79.48,3,9,526,1.04,0.89,0,43,17,7,4,57.1,9,6,66.7,8,28,29,NULL,39,NULL,21,NULL,NULL,1,NULL
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164459,1787,1790,CON,Connecticut,Sun,0,0,200,34,69,49.3,6,20,30,28,49,57.1,7,10,17,58.8,8,22,30,26,10,7,1,2.6,14,0,0,84,14,7,1,26,10,0,0,0,0,46,12,53.6,17,40,23,57.5,76.48,54.9,18,17,0,92,69,88.976767177459,105.68696527428,0,72,79.48,80.92,3,7,1821,0.91,1.06,0,40,14,9,3,33.3,8,5,62.5,9,12,9,NULL,38,NULL,31,NULL,NULL,1,NULL
2023,reg,"2023-07-12 17:00:00","2023-07-12 12:00:00",164460,1795,1796,MIN,Minnesota,Lynx,1,1,200,28,70,40,6,23,26.1,22,47,46.8,4,5,8,62.5,10,18,28,16,15,4,3,1.07,16,0,0,67,3,11,0,3,3,0,0,0,0,26,-40,44.3,30,27,13,48.1,73.52,45.6,1,13,1,51,36.3,129.91743564837,85.328578706062,0,107,78.52,82.36,3,0,31,1.36,0.85,0,31,16,9,5,55.6,1,1,100,5,7,6,NULL,49,NULL,21,NULL,NULL,1,NULL
2023,reg,"2023-07-12 17:00:00","2023-07-12 12:00:00",164460,1796,1795,DAL,Dallas,Wings,0,0,200,41,79,51.9,10,26,38.5,31,53,58.5,3,15,19,78.9,12,31,43,31,7,9,4,4.43,13,0,0,107,14,29,0,25,13,0,1,0,0,52,40,58.2,16,35,26,74.3,87.36,61.2,42,16,0,144,105.5,85.328578706062,129.91743564837,0,67,82.36,78.52,4,9,2298,0.81,1.3,0,56,13,12,9,75,10,7,70,11,77,44,NULL,49,NULL,29,NULL,NULL,1,NULL
2023,reg,"2023-07-12 23:00:00","2023-07-12 18:00:00",164461,1797,1789,ATL,Atlanta,Dream,1,1,200,32,69,46.4,4,19,21.1,28,50,56,3,17,21,81,9,36,45,18,16,8,2,1.13,21,0,0,85,10,15,1,9,7,0,0,1,0,44,10,49.3,25,40,22,55,78.24,54.3,24,20,2,97,62.6,86.765386395187,98.562152133581,0,75,86.24,86.44,3,4,2364,0.87,0.99,1,52,22,8,6,75,9,5,55.6,10,55,33,NULL,43,NULL,26,NULL,NULL,1,NULL
2023,reg,"2023-07-12 23:00:00","2023-07-12 18:00:00",164461,1789,1797,SEA,Seattle,Storm,0,0,200,25,67,37.3,7,21,33.3,18,46,39.1,2,18,26,69.2,5,27,32,21,13,8,3,1.62,20,0,0,75,17,3,0,12,7,0,0,0,0,32,-10,42.5,36,33,16,48.5,78.44,47.8,2,21,1,75,50.3,98.562152133581,86.765386395187,0,85,86.44,86.24,1,6,13,0.98,0.87,0,39,20,4,1,25,11,7,63.6,8,62,78,NULL,42,NULL,25,NULL,NULL,1,NULL
2023,reg,"2023-07-13 02:00:00","2023-07-12 21:00:00",164462,1794,1793,LAS,"Los Angeles",Sparks,1,1,200,34,78,43.6,4,21,19,30,57,52.6,5,6,8,75,12,24,36,22,16,9,3,1.38,13,0,0,78,9,17,0,20,3,0,0,0,0,48,-19,46.2,23,41,24,58.5,81.52,47.8,0,14,0,82,57.1,114.06396989652,91.206735266604,0,97,85.52,85.04,2,1,0,1.13,0.91,0,39,13,11,8,72.7,9,4,44.4,10,41,55,NULL,52,NULL,25,NULL,NULL,1,NULL
2023,reg,"2023-07-13 02:00:00","2023-07-12 21:00:00",164462,1793,1794,LVA,"Las Vegas",Aces,0,0,200,37,68,54.4,9,22,40.9,28,46,60.9,3,14,16,87.5,5,29,34,20,15,12,5,1.33,14,0,0,97,14,6,0,21,6,1,0,0,0,52,19,61,14,40,26,65,75.04,64.6,29,13,4,116,84.5,91.206735266604,114.06396989652,0,78,85.04,85.52,4,2,2388,0.92,1.14,0,40,14,4,2,50,9,6,66.7,10,28,11,NULL,38,NULL,29,NULL,NULL,0,NULL
2023,reg,"2023-07-18 23:00:00","2023-07-18 18:00:00",164463,1796,1789,ATL,Atlanta,Dream,1,1,200,29,72,40.3,13,33,39.4,16,39,41,4,11,15,73.3,8,29,37,24,12,5,4,2,21,0,0,82,9,4,2,13,7,0,0,1,0,24,9,49.3,24,29,12,41.4,78.6,52.2,22,17,3,85,60.1,88.764591439689,96.926713947991,0,73,84.6,82.24,1,6,2381,0.86,0.97,1,44,22,7,1,14.3,5,4,80,11,80,68,NULL,51,NULL,19,NULL,NULL,1,NULL
2023,reg,"2023-07-18 23:00:00","2023-07-18 18:00:00",164463,1789,1796,MIN,Minnesota,Lynx,0,0,200,25,66,37.9,6,22,27.3,19,44,43.2,4,17,21,81,7,30,37,12,13,5,4,0.92,17,0,0,73,15,7,1,15,11,1,0,0,0,30,-9,42.4,9,36,16,44.4,75.24,48.5,0,21,4,73,45.5,96.926713947991,88.764591439689,0,82,82.24,84.6,3,8,0,1,0.89,0,48,17,6,2,33.3,8,6,75,8,16,21,NULL,42,NULL,22,NULL,NULL,1,NULL
2023,reg,"2023-07-19 02:00:00","2023-07-18 21:00:00",164464,1790,1792,PHO,Phoenix,Mercury,1,1,200,26,62,41.9,11,26,42.3,15,36,41.7,4,9,10,90,5,28,33,19,13,5,6,1.46,24,0,0,72,5,10,1,18,4,0,0,0,0,18,6,50.8,11,22,9,40.9,66.4,54.2,14,15,3,72,50.4,86.568730325289,95.490716180371,0,66,75.4,76.24,1,3,2153,0.88,0.95,0,37,24,6,4,66.7,5,2,40,7,53,43,NULL,51,NULL,9,NULL,NULL,1,NULL
2023,reg,"2023-07-19 02:00:00","2023-07-18 21:00:00",164464,1792,1790,CON,Connecticut,Sun,0,0,200,22,61,36.1,6,16,37.5,16,45,35.6,6,16,21,76.2,6,26,32,14,10,7,4,1.4,15,0,0,66,14,13,2,13,12,0,2,0,0,26,-6,41,22,33,13,39.4,70.24,47,2,24,4,70,45.7,95.490716180371,86.568730325289,0,72,76.24,75.4,3,9,84,0.94,0.87,0,44,15,8,4,50,8,6,75,10,61,63,NULL,32,NULL,28,NULL,NULL,1,NULL
2023,reg,"2023-07-19 15:30:00","2023-07-19 10:30:00",164465,1791,1788,WAS,Washington,Mystics,1,1,200,29,65,44.6,8,25,32,21,40,52.5,0,10,14,71.4,6,26,32,22,15,7,6,1.47,20,0,0,76,13,5,1,22,8,0,0,0,0,34,-6,50.8,26,27,17,63,71.16,53.4,5,20,2,88,56.1,99.708171206226,93.642188270084,0,82,81.16,82.24,2,6,454,1.01,0.94,0,40,20,5,2,40,8,5,62.5,7,27,26,NULL,43,NULL,19,NULL,NULL,1,NULL
2023,reg,"2023-07-19 15:30:00","2023-07-19 10:30:00",164465,1788,1791,IND,Indiana,Fever,0,0,200,28,64,43.8,8,24,33.3,20,40,50,6,18,21,85.7,6,26,32,22,14,7,0,1.57,20,0,0,82,7,8,1,12,7,0,0,0,0,28,6,50,25,28,14,50,73.24,56,11,20,3,84,59.6,93.642188270084,99.708171206226,0,76,82.24,81.16,2,5,1725,0.92,1,0,39,20,8,3,37.5,3,3,100,15,63,53,NULL,42,NULL,21,NULL,NULL,1,NULL
2023,reg,"2023-07-19 17:00:00","2023-07-19 12:00:00",164466,1795,1786,NYL,"New York",Liberty,1,1,200,32,70,45.7,13,30,43.3,19,40,47.5,3,11,12,91.7,8,28,36,21,13,0,3,1.62,17,0,1,88,5,3,0,0,2,0,1,0,0,36,-10,55,12,29,18,62.1,75.28,58.4,5,16,1,91,62.4,122.31652521218,109.6163428002,0,98,80.28,80.12,2,0,244,1.22,1.1,0,38,17,7,1,14.3,4,2,50,6,88,98,NULL,46,NULL,24,NULL,NULL,1,NULL
2023,reg,"2023-07-19 17:00:00","2023-07-19 12:00:00",164466,1786,1795,DAL,Dallas,Wings,0,0,200,38,80,47.5,7,16,43.8,31,64,48.4,3,15,23,65.2,12,28,40,25,2,6,3,12.5,16,0,0,98,13,19,0,20,11,0,0,0,0,50,10,51.9,20,45,25,55.6,90.12,54.4,16,17,0,118,88,109.6163428002,122.31652521218,0,88,80.12,80.28,3,8,2062,1.1,1.22,0,51,16,10,7,70,9,6,66.7,12,71,60,NULL,45,NULL,30,NULL,NULL,1,NULL
2023,reg,"2023-07-20 15:30:00","2023-07-20 10:30:00",164467,1789,1790,CON,Connecticut,Sun,1,1,200,29,68,42.6,11,23,47.8,18,45,40,5,13,18,72.2,7,26,33,20,15,13,9,1.33,21,0,0,82,12,10,1,17,9,0,0,0,0,34,11,50.7,12,40,17,42.5,75.92,54,14,20,5,92,66.6,83.177132146204,96.561469618464,0,71,84.92,85.36,4,5,1449,0.84,0.97,0,42,21,9,3,33.3,9,5,55.6,16,73,59,NULL,37,NULL,30,NULL,NULL,1,NULL
2023,reg,"2023-07-20 15:30:00","2023-07-20 10:30:00",164467,1790,1789,ATL,Atlanta,Dream,0,0,200,25,64,39.1,7,18,38.9,18,46,39.1,9,14,19,73.7,10,29,39,15,21,9,5,0.71,20,0,0,71,4,9,2,16,7,0,1,0,0,30,-11,44.5,13,37,15,40.5,72.36,49.1,8,21,6,65,43.9,96.561469618464,83.177132146204,0,82,85.36,84.92,3,4,683,0.96,0.83,0,46,20,10,3,30,6,2,33.3,9,25,19,NULL,38,NULL,26,NULL,NULL,1,NULL
2023,reg,"2023-07-21 00:00:00","2023-07-20 19:00:00",164468,1793,1796,MIN,Minnesota,Lynx,1,1,200,30,68,44.1,6,23,26.1,24,45,53.3,1,7,12,58.3,6,30,36,19,13,8,2,1.46,14,0,0,73,14,12,1,18,3,0,0,1,0,44,3,48.5,16,35,22,62.9,73.28,49.8,20,20,1,87,52.7,86.377097729516,89.812992125984,0,70,81.28,81.04,1,2,1542,0.86,0.9,1,39,15,5,4,80,8,5,62.5,14,30,19,NULL,41,NULL,27,NULL,NULL,1,NULL
2023,reg,"2023-07-21 00:00:00","2023-07-20 19:00:00",164468,1796,1793,LAS,"Los Angeles",Sparks,0,0,200,25,62,40.3,7,21,33.3,18,41,43.9,2,13,16,81.3,7,32,39,17,18,9,1,0.94,20,0,0,70,7,4,1,12,5,0,0,0,0,28,-3,46,23,27,14,51.9,69.04,50.7,7,14,3,70,45.5,89.812992125984,86.377097729516,0,73,81.04,81.28,3,2,514,0.9,0.86,0,44,20,8,2,25,4,2,50,12,57,57,NULL,44,NULL,17,NULL,NULL,0,NULL
2023,reg,"2023-07-21 02:00:00","2023-07-20 21:00:00",164469,1787,1792,PHO,Phoenix,Mercury,1,1,200,31,68,45.6,9,20,45,22,48,45.8,6,9,10,90,11,29,40,19,17,5,4,1.12,15,0,0,80,7,17,1,13,8,1,0,0,0,40,18,52.2,45,40,20,50,72.4,55.2,20,13,1,85,58.9,76.808721506442,100.7556675063,0,62,79.4,80.72,4,4,2351,0.78,1.01,0,48,15,12,7,58.3,7,3,42.9,11,19,5,NULL,40,NULL,28,NULL,NULL,0,NULL
2023,reg,"2023-07-21 02:00:00","2023-07-20 21:00:00",164469,1792,1787,CHI,Chicago,Sky,0,0,200,26,76,34.2,2,21,9.5,24,55,43.6,4,8,13,61.5,15,22,37,15,13,13,6,1.15,13,0,0,62,14,10,1,24,8,0,0,0,0,32,-18,35.5,19,34,16,47.1,81.72,37.9,0,15,4,63,43.8,100.7556675063,76.808721506442,0,80,80.72,79.4,1,7,0,0.99,0.77,0,45,13,15,4,26.7,10,7,70,12,50,52,NULL,49,NULL,25,NULL,NULL,0,NULL
2023,reg,"2023-07-21 02:00:00","2023-07-20 21:00:00",164470,1794,1797,SEA,Seattle,Storm,1,1,200,24,62,38.7,7,26,26.9,17,36,47.2,4,8,18,44.4,6,27,33,16,18,10,4,0.89,16,0,0,63,11,2,0,12,10,0,0,0,0,32,-16,44.4,27,30,16,53.3,69.92,45.1,2,19,1,59,37.1,97.099311701082,76.904296875,0,79,81.92,81.36,2,8,40,0.96,0.77,0,43,16,5,1,20,11,5,45.5,14,55,62,NULL,44,NULL,16,NULL,NULL,1,NULL
2023,reg,"2023-07-21 02:00:00","2023-07-20 21:00:00",164470,1797,1794,LVA,"Las Vegas",Aces,0,0,200,29,66,43.9,7,18,38.9,22,48,45.8,4,14,19,73.7,7,33,40,19,14,16,4,1.36,19,0,0,79,10,5,0,21,7,0,0,0,0,38,16,49.2,8,38,19,50,74.36,53.1,24,16,2,95,67.7,76.904296875,97.099311701082,0,63,81.36,81.92,1,6,2173,0.77,0.97,0,47,19,6,2,33.3,7,5,71.4,11,33,18,NULL,39,NULL,25,NULL,NULL,1,NULL
2023,reg,"2023-07-21 23:00:00","2023-07-21 18:00:00",164471,1786,1788,WAS,Washington,Mystics,1,1,200,30,77,39,10,23,43.5,20,54,37,5,17,18,94.4,8,20,28,19,10,6,5,1.9,18,0,0,87,7,8,0,26,6,0,0,0,0,36,-9,45.5,6,42,18,42.9,84.92,51.2,8,16,4,80,61.9,109.73936899863,100.09203865624,0,96,86.92,87.48,4,2,213,1.1,1,0,34,18,8,3,37.5,5,3,60,14,70,73,NULL,41,NULL,35,NULL,NULL,1,NULL
2023,reg,"2023-07-21 23:00:00","2023-07-21 18:00:00",164471,1788,1786,NYL,"New York",Liberty,0,0,200,35,74,47.3,11,31,35.5,24,43,55.8,5,15,17,88.2,12,36,48,22,18,3,5,1.22,16,0,0,96,14,12,0,12,7,1,0,0,0,46,9,54.7,7,35,23,65.7,81.48,58.9,17,18,2,112,74.1,100.09203865624,109.73936899863,0,87,87.48,86.92,2,5,2096,0.99,1.1,0,55,16,10,5,50,9,6,66.7,14,21,12,NULL,41,NULL,33,NULL,NULL,1,NULL
2023,reg,"2023-07-22 17:00:00","2023-07-22 12:00:00",164472,1790,1789,ATL,Atlanta,Dream,1,1,200,21,69,30.4,6,26,23.1,15,43,34.9,5,30,37,81.1,10,28,38,7,9,6,7,0.78,20,0,1,78,11,16,1,20,9,0,0,0,0,22,-8,34.8,18,30,11,36.7,85.28,45.7,0,21,0,68,49.5,100.79699953118,91.463414634146,0,86,85.28,85.32,1,8,0,1.01,0.91,0,47,20,8,4,50,8,4,50,17,42,45,NULL,44,NULL,23,NULL,NULL,0,NULL
2023,reg,"2023-07-22 17:00:00","2023-07-22 12:00:00",164472,1789,1790,CON,Connecticut,Sun,0,0,200,29,66,43.9,7,24,29.2,22,42,52.4,7,21,28,75,6,33,39,22,13,8,5,1.69,21,0,0,86,8,13,0,11,13,0,0,0,0,38,8,49.2,15,33,19,57.6,78.32,54.9,20,20,1,95,68.2,91.463414634146,100.79699953118,0,78,85.32,85.28,4,9,2357,0.91,1.01,0,52,21,7,4,57.1,6,3,50,13,69,54,NULL,39,NULL,27,NULL,NULL,1,NULL
2023,reg,"2023-07-23 01:00:00","2023-07-22 20:00:00",164473,1787,1797,SEA,Seattle,Storm,1,1,200,28,60,46.7,3,12,25,25,48,52.1,3,16,20,80,4,20,24,13,19,12,2,0.68,23,0,0,75,13,2,1,23,9,1,1,1,0,46,-15,49.2,41,42,23,54.8,68.8,54.5,0,20,3,64,45.7,106.33270321361,88.443396226415,0,90,84.8,84.64,4,5,0,1.06,0.88,1,33,24,5,0,0,9,5,55.6,10,54,63,NULL,26,NULL,32,NULL,NULL,1,NULL
2023,reg,"2023-07-23 01:00:00","2023-07-22 20:00:00",164473,1797,1787,CHI,Chicago,Sky,0,0,200,29,69,42,8,21,38.1,21,48,43.8,2,24,31,77.4,18,26,44,17,20,10,3,0.85,20,0,0,90,10,12,0,18,6,0,1,0,0,38,15,47.8,22,36,19,52.8,82.64,54.5,23,23,3,97,66.9,88.443396226415,106.33270321361,0,75,84.64,84.8,1,5,2341,0.89,1.06,0,50,20,15,4,26.7,8,5,62.5,8,49,26,NULL,46,NULL,20,NULL,NULL,1,NULL
2023,reg,"2023-07-22 19:00:00","2023-07-22 14:00:00",164474,1794,1796,MIN,Minnesota,Lynx,1,1,200,32,75,42.7,8,27,29.6,24,48,50,1,9,10,90,8,28,36,17,15,5,5,1.13,20,0,0,81,6,15,0,11,3,0,0,3,0,40,-17,48,26,33,20,60.6,79.4,51,0,12,2,76,52.3,109.42384993301,93.75,0,98,86.4,89.56,1,2,0,1.13,0.94,3,39,23,9,6,66.7,6,3,50,11,21,23,NULL,53,NULL,22,NULL,NULL,1,NULL
2023,reg,"2023-07-22 19:00:00","2023-07-22 14:00:00",164474,1796,1794,LVA,"Las Vegas",Aces,0,0,200,36,69,52.2,8,26,30.8,28,43,65.1,5,18,24,75,4,30,34,25,13,8,1,1.92,12,0,0,98,7,6,1,25,10,0,1,0,0,46,17,58,15,31,23,74.2,79.56,61.6,26,20,2,116,81.9,93.75,109.42384993301,0,81,89.56,86.4,4,6,2335,0.9,1.09,0,44,12,5,3,60,6,3,50,11,11,0,NULL,50,NULL,19,NULL,NULL,0,NULL
2023,reg,"2023-07-23 00:00:00","2023-07-22 19:00:00",164475,1793,1795,DAL,Dallas,Wings,1,1,200,41,76,53.9,6,19,31.6,35,57,61.4,1,10,15,66.7,13,25,38,26,11,9,6,2.36,14,0,0,98,20,9,0,26,5,0,1,0,0,54,14,57.9,8,44,27,61.4,82.6,59.3,17,12,0,122,90.6,103.49926071957,121.58808933002,0,84,80.6,81.16,1,4,2097,1.04,1.22,0,43,14,12,4,33.3,11,9,81.8,9,94,77,NULL,39,NULL,35,NULL,NULL,0,NULL
