season,event_type,start_datetime,start_datetime_est,event_id,opp_team_id,team_id,is_home,player_id,player_name,played,starter,position,primary_position,minutes,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,assists_turnover_ratio,personal_fouls,tech_fouls,flagrant_fouls,pls_min,points,double_double,triple_double,effective_fg_pct,efficiency,efficiency_game_score,points_in_paint,points_in_paint_att,points_in_paint_made,points_in_paint_pct,true_shooting_att,true_shooting_pct,fouls_drawn,offensive_fouls,points_off_turnovers,second_chance_pts,fast_break_pts,fast_break_att,fast_break_made,fast_break_pct,coach_ejections,minus,plus,defensive_rebounds_pct,offensive_rebounds_pct,rebounds_pct,steals_pct,turnovers_pct,coach_tech_fouls,second_chance_att,second_chance_made,second_chance_pct,defensive_rating,offensive_rating,fouled_out,ejected,not_playing_reason,not_playing_description,height_inches,weight_lbs,bmi,age,experience_year,draft_number
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,56946,"Ezi Magbegor",1,1,F,PF,38,6,12,50,0,2,0,6,10,60,1,2,3,66.7,1,8,9,1,4,0,1,0.25,3,0,0,-7,14,0,0,50,14,6.9,12,9,6,66.7,13.32,52.6,4,1,2,0,2,1,1,100,0,71,64,20.050565018656,3.2895458233733,12.802556717994,0,23.094688221709,0,0,0,0,94.154683892529,81.878043562261,NULL,NULL,NULL,NULL,76,181,22.029605263157894,23.9890,3,12
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,56934,"Jewell Loyd",1,1,G,SG,34.933333333333,11,28,39.3,5,9,55.6,6,19,31.6,1,4,5,80,2,3,5,2,0,1,0,0,3,0,0,-11,31,0,0,48.2,24,18.9,6,8,3,37.5,30.2,51.3,7,0,2,2,11,5,4,80,0,66,55,8.1788440567066,7.1564885496183,7.7367443779658,1.4087575885075,0,0,2,1,50,99.383205255159,107.05654860507,NULL,NULL,NULL,NULL,71,165,23.01031541360841,29.8466,8,1
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,80266,"Dulcy Fankam Mendjiadeu",1,1,C,C,12.816666666667,1,1,100,0,0,0,1,1,100,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,-7,2,0,0,100,2,1.6,2,1,1,100,1,100,0,0,0,0,0,0,0,0,0,29,22,7.4308006687721,0,4.2174814606544,0,0,0,0,0,0,103.1285405891,200,NULL,NULL,NULL,NULL,75,204,25.49546666666667,24.0384,0,21
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,80264,"Ivana Dojkic",1,0,G,NA,4.1166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,107.95582727952,0,NULL,NULL,NULL,NULL,71,154,21.476294386034517,25.6247,0,NULL
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,56854,"Kia Nurse",1,0,G,NA,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,1,0,0,-1,0,0,0,0,1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,25.062656641604,0,14.224751066856,0,100,0,0,0,0,91.67432085435,39.749227162514,NULL,NULL,NULL,NULL,72,181,24.54533179012346,27.4630,5,10
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,80268,"Jordan Horston",1,0,G-F,NA,12.183333333333,1,2,50,0,1,0,1,1,100,0,0,0,0,1,0,1,1,3,0,0,0.33,1,0,0,-5,2,0,0,50,1,-1,2,1,1,100,2,50,2,0,0,0,0,0,0,0,0,25,20,0,10.259917920657,4.4367212629866,0,60,0,0,0,0,107.95582727952,52.549949659355,NULL,NULL,NULL,NULL,74,165,21.18243243243243,22.2164,0,9
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,56938,"Jade Melbourne",0,0,G,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"DNP – Coach's Decision",NULL,71,145,20.221186272564967,20.9726,0,33
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,56923,"Yvonne Turner",0,0,G,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"DNP – Coach's Decision",NULL,70,127,18.220612244897957,35.8301,6,NULL
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,56800,"Joyner Holmes",1,0,F,NA,4.8833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-6,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,19.507342075874,0,11.071734691712,0,0,0,0,0,0,95.283231557202,0,NULL,NULL,NULL,NULL,75,210,26.245333333333335,25.4603,3,19
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,56939,"Gabby Williams",1,1,F,SF,31.9,3,9,33.3,0,2,0,3,7,42.9,0,1,2,50,1,2,3,5,6,1,1,0.83,1,0,0,-9,7,0,0,33.3,4,1.6,4,4,2,50,9.88,35.4,1,0,0,2,2,1,1,100,0,59,50,5.9708844745808,3.9183929364437,5.0833205661972,1.5426743844266,37.783375314862,0,1,1,100,99.583798626254,59.435924271867,NULL,NULL,NULL,NULL,71,172,23.986510612973618,26.9151,5,4
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,56735,"Sami Whitcomb",1,1,G,PG,31.266666666667,3,10,30,1,6,16.7,2,4,50,0,0,0,0,0,4,4,3,2,0,0,1.5,3,0,0,-11,7,0,0,35,2,1.3,4,3,2,66.7,10,35,0,0,3,0,0,0,0,0,0,60,49,12.18345851837,0,6.9149359158314,0,16.666666666667,0,1,0,0,100.04106145943,68.285293881883,NULL,NULL,NULL,NULL,70,154,22.094285714285714,35.0603,6,NULL
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1795,1797,1,56935,"Mercedes Russell",1,0,C,NA,22.3,1,2,50,0,0,0,1,2,50,0,0,0,0,0,4,4,2,2,0,0,1,2,0,0,2,2,0,0,50,4,0.8,2,2,1,50,2,50,1,1,0,0,0,0,0,0,0,34,36,17.082172724254,0,9.695287221874,0,50,0,0,0,0,96.858699431386,64.21362618606,NULL,NULL,NULL,NULL,78,195,22.53205128205128,28.0384,5,22
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,56913,"Teaira McCowan",1,1,C,C,27.283333333333,5,8,62.5,0,1,0,5,7,71.4,0,2,2,100,2,4,6,3,2,2,0,1.5,3,0,0,11,12,0,0,62.5,18,11.9,10,7,5,71.4,8.88,67.6,3,0,4,4,2,1,1,100,0,45,56,18.326990158406,6.9817105365357,11.887777400047,3.6023567878931,18.382352941176,0,1,1,100,79.665446164501,125.46094943495,NULL,NULL,NULL,NULL,79,239,26.921486941195322,26.8630,4,3
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,56731,"Natasha Howard",1,1,F,PF,30.433333333333,2,11,18.2,0,1,0,2,10,20,0,0,0,0,4,8,12,3,2,2,1,1.5,2,0,0,15,4,0,0,18.2,11,4.3,4,8,2,25,11,18.2,2,0,0,0,0,0,0,0,0,47,62,32.860867088746,12.518425557618,21.315157030538,3.2295692470512,15.384615384615,0,2,0,0,75.601530653668,62.578805685461,NULL,NULL,NULL,NULL,74,165,21.18243243243243,31.9397,9,5
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,56853,"Diamond DeShields",0,0,G,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"NWT - Injury/Illness",Knee,73,172,22.690185775942954,28.4329,5,3
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,56884,"Kalani Brown",1,0,C,NA,12.716666666667,1,3,33.3,0,0,0,1,3,33.3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,33.3,1,0.9,2,3,1,33.3,3,33.3,0,0,0,0,2,1,1,100,0,20,20,19.657436408193,0,8.5005130413809,0,0,0,0,0,0,87.617157281992,83.938575020688,NULL,NULL,NULL,NULL,79,245,27.597340169844575,26.3863,4,7
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,56920,"Crystal Dangerfield",1,1,G,PG,26.533333333333,1,7,14.3,0,2,0,1,5,20,0,0,0,0,4,1,5,4,1,0,0,4,1,0,0,9,2,0,0,14.3,3,2,0,2,0,0,7,14.3,0,0,0,0,0,0,0,0,0,47,56,4.7114104078197,14.358584100022,10.186833314205,0,12.5,0,0,0,0,90.268159415255,74.693304710472,NULL,NULL,NULL,NULL,65,130,21.630769230769232,25.2466,3,16
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,56903,"Veronica Burton",1,0,G,NA,5.8,0,0,0,0,0,0,0,0,0,0,2,2,100,1,0,1,1,0,0,0,0,0,0,0,-5,2,0,0,0,6,3.4,0,0,0,0,0.88,113.6,2,0,0,0,0,0,0,0,0,12,7,0,16.416115700784,9.3172548572014,0,0,0,0,0,0,91.232230241728,243.73966277073,NULL,NULL,NULL,NULL,69,155,22.886998529720646,23.0740,1,7
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,80255,"Maddy Siegrist",1,0,F,NA,13.016666666667,3,4,75,1,1,100,2,3,66.7,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,-4,7,0,0,87.5,8,6,4,3,2,66.7,4,87.5,1,0,0,4,0,1,0,0,0,24,20,9.6024582293067,7.3161586509003,8.3048287388599,0,0,0,2,2,100,89.267330341278,179.72557173473,NULL,NULL,NULL,NULL,74,175,22.466216216216218,23.2137,0,3
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,56911,"Arike Ogunbowale",1,1,G,SG,32.9,8,21,38.1,5,12,41.7,3,9,33.3,1,6,6,100,0,3,3,4,4,4,0,1,3,0,0,10,27,0,0,50,23,18,4,5,2,40,23.64,57.1,6,0,2,6,4,3,1,33.3,0,51,61,11.398291776006,0,4.9289910382728,5.9745345918458,14.471780028944,0,4,2,50,75.778465363691,115.2463551275,NULL,NULL,NULL,NULL,68,165,25.085423875432525,26.4384,4,5
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,56901,"Satou Sabally",1,1,F,SF,34.816666666667,7,20,35,2,5,40,5,15,33.3,0,2,2,100,3,6,9,2,3,3,1,0.67,4,0,0,14,18,0,0,40,14,11.2,10,12,5,41.7,20.88,43.1,1,1,7,0,4,5,2,40,0,55,69,21.541922975658,8.2064468478696,13.973139227454,4.2342846143799,12.562814070352,0,2,0,0,75.64191628035,94.860933595347,NULL,NULL,NULL,NULL,76,175,21.299342105263158,25.2904,3,2
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,56981,"Odyssey Sims",1,0,G,NA,12.233333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18,20,20.432626818504,0,8.8357305161097,0,0,0,0,0,0,87.262903797906,0,NULL,NULL,NULL,NULL,68,155,23.565095155709344,31.0767,9,2
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,80251,"Lou Lopez Senechal",0,0,G,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"DND - Injury/Illness",Knee,73,155,20.447551135297427,25.2438,0,5
2023,reg,"2023-08-03 02:30:00","2023-08-02 21:30:00",164498,1797,1795,0,56896,"Awak Kuier",1,0,F,NA,4.2666666666667,1,2,50,0,0,0,1,2,50,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,3,2,0,0,50,3,1.4,2,2,1,50,2,50,1,0,2,2,0,0,0,0,0,6,9,0,44.634139537479,25.332890007758,0,33.333333333333,0,1,1,100,91.232230241728,81.714050041313,NULL,NULL,NULL,NULL,78,168,19.41222879684418,21.9699,2,2
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,1,56840,"Brittney Griner",0,0,C,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"NWT - Not With Team","Mental Health",81,205,21.965401615607377,32.8164,10,1
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,1,56733,"Michaela Onyenwere",1,0,F,NA,12.233333333333,3,9,33.3,2,5,40,1,4,25,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,8,0,0,44.4,2,3.1,2,4,1,25,9,44.4,0,0,0,3,0,0,0,0,0,25,26,9.0826521344233,0,4.6052884061864,0,0,0,2,1,50,94.423900360554,106.6371390232,NULL,NULL,NULL,NULL,72,178,24.138503086419753,24.0000,2,6
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,1,56904,"Moriah Jefferson",1,1,G,PG,22.016666666667,3,8,37.5,0,2,0,3,6,50,0,2,2,100,0,4,4,4,2,1,0,2,2,0,0,8,8,0,0,37.5,9,5.8,6,6,3,50,8.88,45,1,0,2,0,0,1,0,0,0,45,53,20.186727226848,0,10.235523664317,2.242969691872,18.382352941176,0,0,0,0,87.124010053444,97.346940837258,NULL,NULL,NULL,NULL,66,130,20.980257116620752,29.4274,7,2
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,1,56855,"Diana Taurasi",1,1,G,SG,30.166666666667,12,21,57.1,6,13,46.2,6,8,75,1,12,12,100,1,3,4,2,3,0,0,0.67,3,0,0,31,42,0,0,71.4,38,30.9,8,6,4,66.7,26.28,79.9,6,1,5,7,0,0,0,0,0,46,77,11.049723756906,3.7884767166535,7.4702357793168,0,10.245901639344,0,5,3,60,94.04639793175,150.71982104253,NULL,NULL,NULL,NULL,72,163,22.104359567901234,41.1753,19,1
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,1,56843,"Brianna Turner",1,1,F,PF,23.3,0,2,0,0,0,0,0,2,0,1,0,0,0,1,7,8,0,1,0,0,0,3,0,0,12,0,0,0,0,2,-0.8,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,41,53,33.379110399023,4.9046856096524,19.342422122573,0,33.333333333333,0,0,0,0,87.969136757879,21.9081527103,NULL,NULL,NULL,NULL,75,170,21.246222222222222,27.0986,4,11
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,1,80242,"Kadiatou Sissoko",1,0,F,NA,14.833333333333,2,3,66.7,0,1,0,2,2,100,0,2,2,100,1,0,1,0,0,0,1,0,2,0,0,15,6,0,0,66.7,6,5.3,4,2,2,100,3.88,77.3,1,0,0,4,0,0,0,0,0,23,38,0,7.7046548956661,3.798069314765,0,0,0,2,2,100,93.398285822742,173.19912481544,NULL,NULL,NULL,NULL,74,NULL,NULL,24.5397,0,29
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,1,57268,"Sug Sutton",1,0,G,NA,17.3,1,4,25,1,2,50,0,2,0,0,2,2,100,1,2,3,3,2,0,0,1.5,1,0,0,10,5,0,0,37.5,7,3.6,0,2,0,0,4.88,51.2,2,0,2,0,0,0,0,0,0,30,40,12.845215157354,6.6061106523534,9.7696002605227,0,29.06976744186,0,0,0,0,93.661990660324,101.87081307971,NULL,NULL,NULL,NULL,68,140,21.284602076124568,24.6466,3,36
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,1,56850,"Shey Peddy",1,0,G,NA,22.383333333333,1,6,16.7,0,2,0,1,4,25,1,3,3,100,0,4,4,3,2,3,1,1.5,3,0,0,12,5,0,0,16.7,7,5,2,3,1,33.3,7.32,34.2,2,0,1,0,0,0,0,0,0,36,48,19.84245093954,0,10.060961039767,6.61415031318,21.459227467811,0,0,0,0,76.032589940677,79.082549940851,NULL,NULL,NULL,NULL,67,145,22.707730006683004,34.7890,4,23
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,1,56771,"Megan Gustafson",1,1,C,C,27.066666666667,3,7,42.9,0,1,0,3,6,50,1,2,3,66.7,3,5,8,1,2,1,1,0.5,5,0,0,16,8,0,0,42.9,12,5.9,6,6,3,50,8.32,48.1,6,0,0,4,0,0,0,0,0,45,61,20.525451559934,12.667135819845,16.65163394158,1.8244845831053,19.37984496124,0,1,1,100,85.708568996627,98.494924668611,NULL,NULL,NULL,NULL,76,195,23.733552631578945,26.6575,4,17
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,1,56846,"Sophie Cunningham",1,1,F,SF,23.9,3,9,33.3,1,5,20,2,4,50,0,0,0,0,2,1,3,1,1,0,0,1,3,0,0,-2,7,0,0,38.9,6,2.1,4,3,2,66.7,9,38.9,5,0,2,0,2,1,1,100,0,49,47,4.6490004649001,9.563658099223,7.0717190170311,0,10,0,2,0,0,95.706756337152,92.351874847138,NULL,NULL,NULL,NULL,73,170,22.426346406455245,26.9836,4,13
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1789,1792,1,80243,"Liz Dixon",1,0,F,NA,6.7833333333333,1,2,50,0,0,0,1,2,50,0,0,0,0,3,1,4,2,0,0,0,0,0,0,0,-3,2,0,0,50,8,4.8,2,2,1,50,2,50,1,0,0,0,0,0,0,0,0,15,12,16.380016380016,50.54405054405,33.221441672146,0,0,0,0,0,0,92.847904411832,167.42248544708,NULL,NULL,NULL,NULL,77,195,23.12109967954124,22.8603,0,NULL
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,56739,"Asia (AD) Durr",1,0,G,NA,5.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,-3,0,0,0,0,-1,-0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,123.37441189469,70.756378910861,NULL,NULL,NULL,NULL,70,151,21.663877551020406,26.3479,4,2
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,56794,"Naz Hillmon",1,0,F,NA,15.766666666667,0,3,0,0,0,0,0,3,0,0,0,0,0,1,4,5,0,3,0,0,0,3,0,0,-3,0,0,0,0,-3,-4.4,0,2,0,0,3,0,1,2,0,0,0,0,0,0,0,34,31,28.994261552401,7.0472163495419,17.866182294613,0,50,0,1,0,0,110.66866004214,10.049191859198,NULL,NULL,NULL,NULL,74,190,24.39189189189189,23.3452,1,15
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,56831,"Danielle Robinson",1,1,G,PG,16.566666666667,1,3,33.3,0,0,0,1,3,33.3,0,0,0,0,0,0,0,1,3,1,0,0.33,0,0,0,-14,2,0,0,33.3,-1,-1,2,3,1,33.3,3,33.3,0,0,0,0,0,1,0,0,0,40,26,0,0,0,2.8895247983834,50,0,0,0,0,116.37076328258,37.468596343654,NULL,NULL,NULL,NULL,69,137,20.229153539172444,34.2575,12,6
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,57298,"Iliana Rupert",1,0,C,NA,5.0166666666667,0,0,0,0,0,0,0,0,0,0,3,4,75,0,2,2,0,0,0,0,0,1,0,0,-2,3,0,0,0,5,2.8,0,0,0,0,1.76,85.2,2,0,0,0,0,0,0,0,0,12,10,45.562411010916,0,22.460343456085,0,0,0,0,0,0,103.40066940245,186.716341801,NULL,NULL,NULL,NULL,76,189,23.00328947368421,22.0767,1,12
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,56900,"Allisha Gray",1,1,G,SG,22.966666666667,4,10,40,1,3,33.3,3,7,42.9,0,1,2,50,2,2,4,1,0,1,0,0,3,0,0,-12,10,0,0,45,6,6.7,6,6,3,50,10.88,46,0,0,2,4,2,3,1,33.3,0,48,36,9.9455996419584,9.6693329852374,9.8055207737618,2.0829104085002,0,0,2,2,100,113.96074067832,103.17952509421,NULL,NULL,NULL,NULL,72,167,22.64679783950617,28.5781,6,4
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,56793,"Rhyne Howard",1,1,F,SF,34.35,4,12,33.3,1,7,14.3,3,5,60,0,5,6,83.3,0,2,2,2,1,0,2,2,3,0,0,-15,14,0,0,37.5,16,8,2,2,1,50,14.64,47.8,9,1,1,1,0,0,0,0,0,77,62,6.6541900603036,0,3.2802345367694,0,6.3938618925831,0,0,0,0,118.03004937545,98.992648349221,NULL,NULL,NULL,NULL,74,175,22.466216216216218,23.2795,1,1
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,56783,"Monique Billings",1,0,F,NA,14.8,3,5,60,0,0,0,3,5,60,1,2,3,66.7,1,2,3,1,2,1,0,0.5,1,0,0,-5,8,0,0,60,8,5.9,4,3,2,66.7,6.32,63.3,2,0,2,2,2,0,0,0,0,31,26,15.444015444015,7.5075075075075,11.4198705748,3.2344455513436,24.038461538462,0,1,1,100,108.75209141891,98.447099200238,NULL,NULL,NULL,NULL,76,192,23.36842105263158,27.2740,5,15
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,80229,"Haley Jones",1,0,F-G,NA,8.4833333333333,2,5,40,0,0,0,2,5,40,0,1,2,50,0,2,2,2,0,0,0,0,2,0,0,-7,5,0,0,40,4,3.1,2,4,1,25,5.88,42.5,1,0,2,0,0,0,0,0,0,24,17,26.943586865001,0,13.282049863029,0,0,0,0,0,0,111.5646159328,100.16381799987,NULL,NULL,NULL,NULL,73,187,24.668981047100768,22.2137,0,6
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,56788,"Cheyenne Parker-Tyus",1,1,C,C,25.2,8,17,47.1,0,0,0,8,17,47.1,2,4,4,100,2,5,7,2,3,0,1,0.67,6,1,0,-15,20,0,0,47.1,13,10.9,14,14,7,50,18.76,53.3,4,2,3,2,0,1,0,0,0,60,45,22.675736961451,8.8183421516755,15.649452269171,0,13.786764705882,0,2,0,0,111.76962882828,97.174974708546,1,NULL,NULL,NULL,76,193,23.49013157894737,30.9699,8,5
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,80230,"Laeticia Amihere",1,0,F,NA,7.0833333333333,1,1,100,0,0,0,1,1,100,0,1,2,50,1,0,1,0,1,0,0,0,0,0,0,-4,3,0,0,100,3,2,2,1,1,100,1.88,79.8,1,0,0,0,2,1,1,100,0,16,12,0,15.686274509804,7.953603976802,0,34.722222222222,0,0,0,0,123.40118676419,100.78368590931,NULL,NULL,NULL,NULL,75,185,23.120888888888892,22.0822,0,8
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,56789,"Nia Coffey",1,1,F,PF,22.183333333333,1,5,20,0,3,0,1,2,50,0,0,0,0,1,3,4,0,1,2,1,0,2,0,0,-15,2,0,0,20,2,1.4,2,1,1,100,5,20,0,1,0,2,0,0,0,0,0,50,35,15.454805961691,5.0085019320296,10.158088425525,4.3156072176416,16.666666666667,0,1,1,100,104.22168059789,44.300555189465,NULL,NULL,NULL,NULL,73,182,24.009382623381498,28.1671,6,5
2023,reg,"2023-08-04 02:00:00","2023-08-03 21:00:00",164499,1792,1789,0,56790,"Aari McDonald",1,0,G,NA,21.766666666667,1,1,100,0,0,0,1,1,100,0,2,2,100,0,1,1,5,1,3,0,5,2,0,0,-5,4,0,0,100,14,8.7,0,0,0,0,1.88,106.4,4,0,2,0,0,0,0,0,0,49,44,5.2504922336469,0,2.5882708194034,6.5976745396473,34.722222222222,0,0,0,0,105.03840810718,155.05368112357,NULL,NULL,NULL,NULL,66,141,22.755509641873278,24.9726,2,3
2023,reg,"2023-08-04 23:00:00","2023-08-04 18:00:00",164500,1790,1791,1,56842,"Emma Cannon",1,1,F,PF,24.566666666667,5,10,50,1,5,20,4,5,80,0,0,0,0,0,4,4,2,2,0,0,1,3,0,0,-7,11,0,0,55,9,5.4,2,1,1,100,10,55,2,0,0,0,0,0,0,0,0,54,47,26.051560379919,0,11.426122973648,0,16.666666666667,0,0,0,0,118.31206024494,96.555845921798,NULL,NULL,NULL,NULL,74,190,24.39189189189189,34.1973,6,NULL
2023,reg,"2023-08-04 23:00:00","2023-08-04 18:00:00",164500,1790,1791,1,56822,"Victoria Vivians",1,0,G,NA,11.916666666667,0,0,0,0,0,0,0,0,0,0,1,2,50,1,0,1,0,1,1,0,0,3,0,0,-11,1,0,0,0,0,0.1,0,0,0,0,0.88,56.8,2,0,1,0,0,0,0,0,0,30,19,0,10.489510489511,5.8888479941112,4.2836183724392,53.191489361702,0,0,0,0,116.15590526079,71.50302632357,NULL,NULL,NULL,NULL,73,183,24.141302308125354,28.7315,5,8
2023,reg,"2023-08-04 23:00:00","2023-08-04 18:00:00",164500,1790,1791,1,80240,"Victaria Saxton",1,0,F,NA,3.5166666666667,1,1,100,0,0,0,1,1,100,0,3,3,100,0,1,1,0,2,0,0,0,1,0,0,2,5,0,0,100,5,2.6,0,0,0,0,2.32,107.8,2,1,2,0,0,0,0,0,0,4,6,45.497630331754,0,19.955101022699,0,46.296296296296,0,0,0,0,112.32022259319,99.502644599887,NULL,NULL,NULL,NULL,74,181,23.236486486486488,23.7479,0,25
2023,reg,"2023-08-04 23:00:00","2023-08-04 18:00:00",164500,1790,1791,1,56785,"Kristy Wallace",1,0,G,NA,14.15,1,6,16.7,1,2,50,0,4,0,0,0,0,0,1,1,2,2,1,1,0,2,1,0,0,-3,3,0,0,25,1,1.2,0,3,0,0,6,25,0,0,3,3,0,0,0,0,0,31,28,11.3074204947,8.8339222614841,9.9187899076313,3.6075231287327,14.285714285714,0,2,1,50,114.38467931691,69.928398926124,NULL,NULL,NULL,NULL,71,157,21.894663757191033,27.6027,1,16
