season,event_type,start_datetime,start_datetime_est,event_id,opp_team_id,team_id,is_home,player_id,player_name,played,starter,position,primary_position,minutes,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,assists_turnover_ratio,personal_fouls,tech_fouls,flagrant_fouls,pls_min,points,double_double,triple_double,effective_fg_pct,efficiency,efficiency_game_score,points_in_paint,points_in_paint_att,points_in_paint_made,points_in_paint_pct,true_shooting_att,true_shooting_pct,fouls_drawn,offensive_fouls,points_off_turnovers,second_chance_pts,fast_break_pts,fast_break_att,fast_break_made,fast_break_pct,coach_ejections,minus,plus,defensive_rebounds_pct,offensive_rebounds_pct,rebounds_pct,steals_pct,turnovers_pct,coach_tech_fouls,second_chance_att,second_chance_made,second_chance_pct,defensive_rating,offensive_rating,fouled_out,ejected,not_playing_reason,not_playing_description,height_inches,weight_lbs,bmi,age,experience_year,draft_number
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1797,1788,1,56766,"Shatori Walker-Kimbrough",1,0,G,NA,23.133333333333,7,9,77.8,2,3,66.7,5,6,83.3,0,0,0,0,1,0,1,1,1,0,0,1,2,0,0,8,16,0,0,88.9,15,12.1,4,2,2,100,9,88.9,2,0,5,2,0,0,0,0,0,50,58,0,5.9623936923837,2.7888615657924,0,10,0,1,1,100,116.62517130876,154.6040881367,NULL,NULL,NULL,NULL,70,140,20.085714285714285,28.1671,6,6
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1797,1788,1,56774,"Tianna Hawkins",1,1,C,C,32.45,4,6,66.7,2,3,66.7,2,3,66.7,1,3,4,75,1,5,6,2,0,0,0,0,2,0,0,0,13,0,0,83.3,19,12.8,4,3,2,66.7,7.76,83.8,4,0,0,1,0,0,0,0,0,74,74,18.676752112808,4.250571170501,11.929022317213,0,0,0,0,0,0,111.67453932516,176.30835597731,NULL,NULL,NULL,NULL,75,186,23.245866666666668,32.3808,10,6
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1797,1788,1,56772,"Elena Delle Donne",0,0,F-G,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"Inactive - Injury/Illness","Left Ankle Sprain",77,187,22.172541743970317,33.8685,10,2
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1797,1788,1,56779,"Natasha Cloud",1,1,G,PG,28.216666666667,2,6,33.3,1,3,33.3,1,3,33.3,0,4,4,100,0,2,2,8,5,1,0,1.6,2,1,0,6,9,0,0,41.7,10,7,2,2,1,50,7.76,58,2,0,0,0,0,0,0,0,0,64,70,8.5865562435534,0,4.5702638070526,1.7388092540333,39.184952978056,0,0,0,0,110.29784532531,97.993450175484,NULL,NULL,NULL,NULL,70,160,22.955102040816328,31.4027,8,15
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1797,1788,1,56832,"Queen Egbo",1,0,F-C,NA,24.3,3,6,50,0,0,0,3,6,50,1,0,2,0,2,6,8,0,1,0,2,0,0,0,0,13,6,0,0,50,10,5.8,4,5,2,40,6.88,43.6,1,0,0,2,2,1,1,100,0,42,55,29.928508275856,11.35219279429,21.23958651835,0,12.690355329949,0,1,1,100,103.77047703687,88.813691121511,NULL,NULL,NULL,NULL,76,190,23.125,23.0466,1,10
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1797,1788,1,56768,"Linnae Harper",1,0,G,NA,8.1333333333333,1,3,33.3,1,2,50,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,-8,3,0,0,50,0,0.2,0,0,0,0,3,50,0,0,3,3,0,0,0,0,0,22,14,14.902518898257,0,7.9319858652012,0,25,0,2,1,50,112.5698770647,71.642065637575,NULL,NULL,NULL,NULL,67,160,25.05680552461573,28.4603,5,NULL
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1797,1788,1,56859,"Brittney Sykes",1,1,F,SF,31.183333333333,12,18,66.7,1,3,33.3,11,15,73.3,0,1,1,100,1,4,5,3,2,3,0,1.5,2,0,0,5,26,0,0,69.4,29,22.4,12,8,6,75,18.44,70.5,2,0,6,3,6,3,3,100,0,66,71,15.540264582717,4.4209373381868,10.339288936082,4.7204411932039,9.7847358121331,0,2,1,50,101.48951800584,130.79495331664,NULL,NULL,NULL,NULL,69,154,22.73934047469019,29.4411,6,7
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1797,1788,1,80226,"Li Meng",1,0,G,NA,24.483333333333,3,7,42.9,1,5,20,2,2,100,0,2,3,66.7,1,1,2,2,0,1,0,0,1,0,0,8,9,0,0,50,10,7.9,2,1,1,100,8.32,54.1,2,0,0,0,0,0,0,0,0,47,55,4.9507340082009,5.633593871401,5.2701362022784,2.0050837293892,0,0,0,0,0,110.70500521769,127.38932170545,NULL,NULL,NULL,NULL,72,198,26.850694444444446,28.5397,6,NULL
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1797,1788,1,56770,"Myisha Hines-Allen",1,1,F,PF,16.916666666667,2,7,28.6,0,2,0,2,5,40,0,2,2,100,0,5,5,0,2,1,0,0,2,0,0,4,6,0,0,28.6,4,1.6,2,3,1,33.3,7.88,38.1,1,0,4,0,0,0,0,0,0,36,40,35.791685233603,0,19.050413108208,2.8991792162713,20.242914979757,0,0,0,0,100.22204454833,63.863573287808,NULL,NULL,NULL,NULL,73,200,26.383936948770877,27.1315,5,19
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,56735,"Sami Whitcomb",1,0,G,NA,14.333333333333,1,5,20,1,3,33.3,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0.33,0,0,0,-13,3,0,0,30,-3,-2.4,0,2,0,0,5,30,0,0,0,0,0,0,0,0,0,33,20,0,0,0,0,37.5,0,1,0,0,123.32122186286,45.014240055458,NULL,NULL,NULL,NULL,70,154,22.094285714285714,34.9973,6,NULL
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,80266,"Dulcy Fankam Mendjiadeu",1,1,C,C,31.216666666667,6,9,66.7,0,0,0,6,9,66.7,1,0,0,0,5,6,11,0,2,1,1,0,2,0,0,-11,12,1,0,66.7,18,12.3,10,7,5,71.4,9,66.7,1,0,2,4,0,0,0,0,0,70,59,26.511037060221,19.414648352182,22.733926941426,1.5618805354022,18.181818181818,0,2,2,100,113.61840643739,119.96896938875,NULL,NULL,NULL,NULL,75,204,25.49546666666667,23.9753,0,21
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,56938,"Jade Melbourne",1,0,G,NA,12.016666666667,3,4,75,0,1,0,3,3,100,0,2,2,100,0,1,1,3,0,4,0,0,2,0,0,15,8,0,0,75,16,12,6,3,3,100,4.88,82,3,0,4,0,4,2,2,100,0,22,37,11.478310775264,0,5.3688872981075,16.229693441378,0,0,1,0,0,85.025417291068,182.95473776862,NULL,NULL,NULL,NULL,71,145,20.221186272564967,20.9096,0,33
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,56934,"Jewell Loyd",1,1,G,SG,35.316666666667,11,22,50,9,16,56.3,2,6,33.3,0,8,9,88.9,1,3,4,3,1,0,0,3,3,0,0,8,39,0,0,70.5,35,29.1,2,4,1,25,25.96,75.1,5,0,6,0,6,2,2,100,0,76,84,11.71665229207,3.4321506714145,7.3071594939792,0,3.7091988130564,0,1,0,0,121.39658643997,150.47203033665,NULL,NULL,NULL,NULL,71,165,23.01031541360841,29.7836,8,1
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,56800,"Joyner Holmes",1,0,F,NA,4.6833333333333,1,1,100,0,0,0,1,1,100,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,2,0,0,100,2,2,2,1,1,100,1,100,0,0,2,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,122.74095526967,210.62395306276,NULL,NULL,NULL,NULL,75,210,26.245333333333335,25.3973,3,19
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,56923,"Yvonne Turner",0,0,G,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"DNP – Coach's Decision",NULL,70,127,18.220612244897957,35.7671,6,NULL
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,56939,"Gabby Williams",1,0,F,NA,20.1,0,7,0,0,4,0,0,3,0,1,0,0,0,1,1,2,2,2,1,0,1,2,0,0,-10,0,0,0,0,-7,-4.3,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,48,38,6.8622405215303,6.0304537916478,6.4195153265928,2.4257066689953,22.222222222222,0,1,0,0,116.65066997741,25.103405289409,NULL,NULL,NULL,NULL,71,172,23.986510612973618,26.8521,5,4
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,56946,"Ezi Magbegor",1,1,F,PF,32.916666666667,5,9,55.6,0,1,0,5,8,62.5,0,2,4,50,0,9,9,2,3,0,0,0.67,3,0,0,-2,12,0,0,55.6,13,6.8,10,8,5,62.5,10.76,55.8,2,1,2,1,0,1,0,0,0,76,74,37.712789175033,0,17.639853001225,0,21.802325581395,0,0,0,0,117.6216887453,91.740217789606,NULL,NULL,NULL,NULL,76,181,22.029605263157894,23.9260,3,12
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,56854,"Kia Nurse",1,1,F,SF,20.416666666667,1,6,16.7,1,3,33.3,0,3,0,0,0,0,0,0,1,1,3,1,1,0,3,2,0,0,-8,3,0,0,25,1,0.8,0,2,0,0,6,25,1,0,0,0,0,1,0,0,0,55,47,6.7558057705841,0,3.1599736668861,2.3880834635171,14.285714285714,0,0,0,0,116.75413159849,71.044496394772,NULL,NULL,NULL,NULL,72,181,24.54533179012346,27.4000,5,10
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,80268,"Jordan Horston",1,0,G-F,NA,11.183333333333,1,2,50,0,0,0,1,2,50,0,0,0,0,1,1,2,1,2,2,0,0.5,1,0,0,-8,2,0,0,50,3,2.3,2,2,1,50,2,50,0,0,0,2,0,1,0,0,0,30,22,12.333624543913,10.838639750711,11.537906831402,8.7195297848238,50,0,1,1,100,101.85501147741,70.635710318406,NULL,NULL,NULL,NULL,74,165,21.18243243243243,22.1534,0,9
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,56935,"Mercedes Russell",0,0,C,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"DNP – Coach's Decision",NULL,78,195,22.53205128205128,27.9753,5,22
2023,reg,"2023-07-11 23:00:00","2023-07-11 18:00:00",164456,1788,1797,0,80264,"Ivana Dojkic",1,1,G,PG,17.816666666667,1,2,50,1,2,50,0,0,0,0,2,2,100,0,1,1,2,1,0,1,2,0,0,0,-13,5,0,0,75,8,5.4,0,0,0,0,2.88,86.8,1,0,0,0,0,0,0,0,0,45,32,7.7416857520725,0,3.6211110775823,0,25.773195876289,0,0,0,0,118.32293303779,141.95399920824,NULL,NULL,NULL,NULL,71,154,21.476294386034517,25.5616,0,NULL
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,1,56892,"Chelsea Gray",1,1,G,PG,32.416666666667,7,12,58.3,3,4,75,4,8,50,0,4,5,80,1,5,6,11,1,1,1,11,0,0,0,32,21,1,0,70.8,35,25.6,6,6,3,50,14.2,73.9,2,0,2,0,5,2,2,100,0,53,85,15.424164524422,3.7391913998598,10.14191639962,1.5787271775252,6.5789473684211,0,0,0,0,92.872551561698,152.56522374412,NULL,NULL,NULL,NULL,71,170,23.70759769886927,30.7781,8,11
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,1,56889,"Riquna Williams",0,0,G,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"Inactive - Injury/Illness","Lower Back",67,165,25.83983069725997,33.1452,11,17
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,1,56885,"A'ja Wilson",1,1,F,PF,27.05,9,14,64.3,0,0,0,9,14,64.3,2,2,3,66.7,0,8,8,1,0,0,2,0,1,0,0,26,20,0,0,64.3,29,17.5,16,13,8,61.5,15.32,65.3,7,0,2,3,0,0,0,0,0,52,78,29.574861367837,0,16.205403489226,0,0,0,1,1,100,89.231872689276,124.54424374932,NULL,NULL,NULL,NULL,76,195,23.733552631578945,26.9425,5,1
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,1,57076,"Cayla George",1,0,C-F,NA,15.733333333333,1,5,20,1,4,25,0,1,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,10,3,0,0,30,4,1.8,0,1,0,0,5,30,0,0,0,0,0,0,0,0,0,20,30,25.423728813559,7.7041602465331,17.413512885999,0,0,0,1,0,0,94.986490515979,73.561417664752,NULL,NULL,NULL,NULL,76,192,23.36842105263158,34.2192,8,NULL
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,1,56879,"Kierstan Bell",1,0,G,NA,14.95,1,7,14.3,1,4,25,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,-7,3,0,0,21.4,-5,-1.7,0,2,0,0,7,21.4,0,0,0,0,0,0,0,0,0,27,20,0,0,0,3.4232155633072,0,0,0,0,0,95.413266651099,42.394390212658,NULL,NULL,NULL,NULL,73,176,23.217864514918368,23.3370,1,11
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,1,56882,"Kelsey Plum",1,1,G,SG,30.2,6,15,40,1,6,16.7,5,9,55.6,0,4,4,100,1,4,5,4,2,1,0,2,2,0,0,16,17,0,0,43.3,18,11.8,10,9,5,55.6,16.76,50.7,4,0,0,2,2,1,1,100,0,68,84,13.245033112583,4.0136463977524,9.0719404880704,1.6946050553458,10.660980810235,0,2,1,50,95.100567964925,100.38926447696,NULL,NULL,NULL,NULL,68,145,22.044766435986162,28.9014,6,1
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,1,56893,"Kiah Stokes",1,1,C,C,19.316666666667,2,2,100,1,1,100,1,1,100,0,2,2,100,0,4,4,1,0,0,0,0,3,0,0,23,7,0,0,125,10,7.1,2,1,1,100,2.88,121.5,1,0,0,0,0,0,0,0,0,28,51,20.707506471096,0,11.346578888272,0,0,0,0,0,0,96.299687519098,246.71453460584,NULL,NULL,NULL,NULL,75,191,23.870755555555558,30.3041,8,11
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,1,56763,"Candace Parker",0,0,F-C,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"Inactive - Injury/Illness","Right Ankle",76,184,22.394736842105264,37.2548,15,1
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,1,56777,"Alysha Clark",1,0,F,SF,26.6,1,3,33.3,0,1,0,1,2,50,0,0,0,0,0,4,4,1,0,0,0,0,4,0,0,7,2,0,0,33.3,1,0.6,2,2,1,50,3,33.3,0,0,2,0,0,0,0,0,0,51,58,15.037593984962,0,8.2397775260068,0,0,0,0,0,0,98.034996023913,79.46493992655,NULL,NULL,NULL,NULL,71,167,23.289228327712756,36.0384,11,17
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,1,56883,"Jackie Young",1,1,F,SF,30.416666666667,9,13,69.2,2,4,50,7,9,77.8,0,3,6,50,0,3,3,6,0,0,0,0,2,0,0,25,23,0,0,76.9,27,20.6,14,9,7,77.8,15.64,73.5,4,0,8,2,0,0,0,0,0,57,82,9.8630136986301,0,5.4043910677425,0,0,0,1,1,100,99.684162443843,149.77197804874,NULL,NULL,NULL,NULL,72,165,22.375578703703706,25.8356,4,1
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1792,1794,1,56880,"Sydney Colson",1,0,G,NA,3.3166666666667,0,1,0,0,1,0,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,0,0,0,-2,2,0,0,0,2,1.3,0,0,0,0,1.88,53.2,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,102.7495042619,115.40853143709,NULL,NULL,NULL,NULL,68,140,21.284602076124568,33.9534,12,16
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,0,56846,"Sophie Cunningham",1,1,F,SF,26.866666666667,1,7,14.3,0,3,0,1,4,25,1,0,0,0,0,2,2,1,1,0,0,1,2,0,0,-22,2,0,0,14.3,-4,-3,0,2,0,0,7,14.3,1,0,0,0,0,0,0,0,0,69,47,9.0232348296864,0,4.0789965668446,0,12.5,0,0,0,0,122.27658289831,33.260774706112,NULL,NULL,NULL,NULL,73,170,22.426346406455245,26.9205,4,13
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,0,56850,"Shey Peddy",1,0,G,NA,12.766666666667,3,7,42.9,2,4,50,1,3,33.3,0,2,3,66.7,1,1,2,1,0,1,0,0,1,0,0,-10,10,0,0,57.1,10,8.2,2,2,1,50,8.32,60.1,2,0,1,0,1,0,0,0,0,37,27,9.4944220270591,7.8328981723238,8.5839979970671,3.7895008090584,0,0,0,0,0,113.3672978348,127.79909244941,NULL,NULL,NULL,NULL,67,145,22.707730006683004,34.7260,4,23
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,0,56840,"Brittney Griner",1,1,C,C,23.833333333333,6,9,66.7,0,0,0,6,9,66.7,0,1,2,50,2,4,6,1,2,0,0,0.5,1,0,0,-23,13,0,0,66.7,16,9.6,8,5,4,80,9.88,65.8,3,0,0,3,0,0,0,0,0,68,45,20.343293070566,8.3916083916084,13.794424753329,0,16.835016835017,0,1,1,100,121.40427179607,110.37565265741,NULL,NULL,NULL,NULL,81,205,21.965401615607377,32.7534,10,1
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,0,56733,"Michaela Onyenwere",1,0,F,NA,23.283333333333,7,13,53.8,1,3,33.3,6,10,60,1,3,3,100,2,0,2,0,0,1,0,0,2,0,0,4,18,0,0,57.7,14,13.3,12,10,6,60,14.32,62.8,2,0,5,7,0,0,0,0,0,44,48,0,8.5898353614889,4.7067591021857,2.0778508373219,0,0,2,2,100,118.15352494842,129.69336411831,NULL,NULL,NULL,NULL,72,178,24.138503086419753,23.9370,2,6
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,0,56857,"Jennie Simms",1,0,G,NA,5.8666666666667,0,0,0,0,0,0,0,0,0,0,2,2,100,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,4,2.3,0,0,0,0,0.88,113.6,1,0,0,0,0,0,0,0,0,8,9,20.661157024793,0,9.3399750933997,0,0,0,0,0,0,121.4908345739,250,NULL,NULL,NULL,NULL,72,165,22.375578703703706,29.2438,6,18
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,0,56855,"Diana Taurasi",1,1,G,PG,23.2,3,11,27.3,1,6,16.7,2,5,40,0,4,4,100,0,1,1,6,0,0,0,0,3,1,0,-16,11,0,0,31.8,11,7.8,4,3,2,66.7,12.76,43.1,5,0,3,0,0,1,0,0,0,62,46,5.2246603970742,0,2.361832782239,0,0,0,0,0,0,122.45033248343,108.74503201405,NULL,NULL,NULL,NULL,72,163,22.104359567901234,41.1123,19,1
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,0,80242,"Kadiatou Sissoko",1,0,F,NA,5.8666666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,61.98347107438,17.045454545455,37.359900373599,0,0,0,1,0,0,117.98575160272,56.573199927029,NULL,NULL,NULL,NULL,74,NULL,NULL,24.4767,0,29
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,0,57268,"Sug Sutton",1,0,G,NA,17.016666666667,1,5,20,0,0,0,1,5,20,0,0,0,0,1,3,4,4,1,0,0,4,3,0,1,-11,2,0,0,20,2,1.1,0,4,0,0,5,20,0,0,0,0,0,2,0,0,0,36,25,21.369423915947,5.8765915768854,12.880200716461,0,16.666666666667,0,0,0,0,120.95375229482,69.299680953537,NULL,NULL,NULL,NULL,68,140,21.284602076124568,24.5836,3,36
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,0,56904,"Moriah Jefferson",1,1,G,SG,23.983333333333,4,11,36.4,1,2,50,3,9,33.3,0,0,0,0,1,1,2,1,2,0,0,0.5,2,0,0,-21,9,0,0,40.9,1,1.8,4,6,2,33.3,11,40.9,0,0,0,2,0,0,0,0,0,64,43,5.0540147829932,4.1695621959694,4.5693832284596,0,15.384615384615,0,3,1,33.3,122.58904946262,74.639799246838,NULL,NULL,NULL,NULL,66,130,20.980257116620752,29.3644,7,2
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,0,56771,"Megan Gustafson",1,0,C,NA,12.816666666667,1,2,50,1,1,100,0,1,0,0,0,0,0,0,5,5,0,2,0,1,0,3,0,1,-5,3,0,0,75,4,1,0,0,0,0,2,75,1,0,0,0,0,0,0,0,0,25,20,47.286913346731,0,21.376275896468,0,50,0,0,0,0,111.35732808265,61.141626690079,NULL,NULL,NULL,NULL,76,195,23.733552631578945,26.5945,4,17
2023,reg,"2023-07-12 02:00:00","2023-07-11 21:00:00",164457,1794,1792,0,56843,"Brianna Turner",1,1,F,PF,24.5,1,4,25,0,0,0,1,4,25,1,0,0,0,0,9,9,1,1,1,1,1,2,0,0,-28,2,0,0,25,7,2.9,2,4,1,25,4,25,0,0,0,0,0,0,0,0,0,69,41,44.526901669759,0,20.12859938496,1.9746650474413,20,0,0,0,0,110.84102962879,49.489454787005,NULL,NULL,NULL,NULL,75,170,21.246222222222222,27.0356,4,11
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164458,1786,1791,1,56784,"Erica Wheeler",1,1,G,PG,31.133333333333,4,12,33.3,0,0,0,4,12,33.3,1,3,3,100,0,3,3,5,2,0,0,2.5,5,0,0,-8,11,0,0,33.3,8,4.6,8,11,4,36.4,13.32,41.3,5,0,2,3,2,1,1,100,0,65,57,10.840471092077,0,4.9841246400354,0,13.054830287206,0,1,1,100,103.34741523527,84.907337382693,NULL,NULL,NULL,NULL,67,143,22.394519937625308,32.2164,8,NULL
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164458,1786,1791,1,56828,"NaLyssa Smith",0,0,F,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"DND - Injury/Illness","Left Foot",76,185,22.51644736842105,22.9397,1,2
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164458,1786,1791,1,80237,"Aliyah Boston",1,1,C,C,36.983333333333,10,19,52.6,1,1,100,9,18,50,2,2,3,66.7,5,4,9,2,1,1,0,2,0,0,0,-5,23,0,0,55.3,25,19.4,18,16,9,56.3,20.32,56.6,3,0,4,8,2,1,1,100,0,78,73,12.16764308247,12.944301151563,12.587216981865,1.2345417088545,4.6904315196998,0,4,3,75,100.19750821653,115.45937398806,NULL,NULL,NULL,NULL,77,220,26.085343228200372,21.5973,0,1
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164458,1786,1791,1,56860,"Amanda Zahui B.",1,0,C,NA,8.0166666666667,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-3,0,0,0,0,-4,-2.8,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,17,14,0,0,0,0,33.333333333333,0,1,0,0,106.0706116563,0,NULL,NULL,NULL,NULL,77,184,21.81683251813122,29.8603,8,2
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164458,1786,1791,1,56797,"Maya Caldwell",1,1,F,SF,6.4333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,-8,0,0,0,0,-3,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,17.487046632124,0,8.0400214400572,0,100,0,0,0,0,101.46749348434,0,NULL,NULL,NULL,NULL,71,160,22.313033128347552,24.5890,1,33
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164458,1786,1791,1,56842,"Emma Cannon",1,0,F,NA,26.983333333333,7,9,77.8,2,3,66.7,5,6,83.3,0,3,4,75,1,7,8,1,0,0,0,0,5,0,0,8,19,0,0,88.9,23,16.6,10,6,5,83.3,10.76,88.3,3,0,6,0,0,0,0,0,0,53,61,29.184681902409,3.548289592998,15.335136631808,0,0,0,1,0,0,98.765894402599,172.96234824941,NULL,NULL,NULL,NULL,74,190,24.39189189189189,34.1342,6,NULL
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164458,1786,1791,1,56839,"Lexie Hull",0,0,G,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"DND - Injury/Illness","Broken Nose",73,155,20.447551135297427,23.8438,1,6
2023,reg,"2023-07-12 16:00:00","2023-07-12 11:00:00",164458,1786,1791,1,56785,"Kristy Wallace",1,0,G,NA,10.083333333333,0,2,0,0,1,0,0,1,0,1,0,0,0,1,1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,17,17,11.157024793388,9.4953402496923,10.259333143346,0,33.333333333333,0,0,0,0,103.38768145628,45.816415009658,NULL,NULL,NULL,NULL,71,157,21.894663757191033,27.5397,1,16
