event_id,team_id,player_id,position,starter,game_score,minutes,free_throws_made,free_throws_att,field_goals_made,field_goals_att,three_points_made,three_points_att,points,offensive_rebounds,defensive_rebounds,rebounds,assists,blocks,steals,turnovers,personal_fouls
164490,1786,56804,C,1,16.4236,24.9017,3.24205,3.50528,6.3346,10.7112,1.41215,3.83302,17.3234,3.11628,7.9996,11.1159,1.962,1.34406,0.79525,2.13026,3.47741
164490,1793,56825,G,0,2.52417,20.0415,0.935654,1.56122,1.35696,3.94389,0.473753,1.71577,4.12332,0.223141,0.245213,0.468354,2.79126,0,0.493557,1.21462,1.48389
164490,1793,56862,G,1,5.93715,29.5148,1.02416,1.12374,3.16888,6.57911,1.49981,4.21785,8.86173,0,1.6701,1.6701,1.77963,0.102479,0.58003,1.49615,1.12329
164490,1793,56864,G,0,2.77617,9.15733,0.576256,0.658637,1.2596,2.44083,0.371455,0.97847,3.46691,0.441508,1.19598,1.63749,0.833205,0.186437,0.542881,0.968949,1.02144
164490,1793,56868,G,1,12.2342,32.3605,2.4396,2.8402,5.22657,10.2662,1.22398,2.99448,14.1167,0.242787,3.31809,3.56088,7.03641,0.24519,1.15158,3.32909,1.77884
164490,1793,56877,F,1,16.5022,30.8962,4.06333,4.27531,7.65055,16.6933,0.772408,2.09487,20.1368,1.59492,7.31379,8.90871,2.33374,0.891286,1.56404,1.24649,2.02602
164490,1793,56886,F,0,5.52999,24.1887,1.35749,2.53825,2.93623,4.90468,0.252031,0.877757,7.48197,0.889865,3.63049,4.52035,1.42298,0.279615,0.540649,1.67648,2.47232
164490,1786,56905,F,0,5.6922,17.5226,1.48977,1.51904,2.1311,5.58306,0.740299,2.89137,6.49226,1.5612,3.08312,4.64432,1.29694,0.535228,0.735549,0.881373,2.21779
164490,1793,56927,F,1,6.66174,26.2327,1.59736,1.63818,2.94297,6.37106,0.72603,1.96416,8.20932,0.972838,2.11646,3.0893,2.75861,0.0729989,0.905642,1.58718,2.16305
164490,1786,56943,F,1,19.9781,32.7029,6.54867,7.61929,7.87206,18.3282,2.24302,6.07325,24.5358,1.46573,7.53406,8.9998,3.40543,1.11093,1.05316,1.3603,1.4727
164490,1786,56950,G,0,2.50149,7.38663,0.430017,0.528336,1.14128,2.60576,0.40579,1.31178,3.11836,0.271096,1.14484,1.41593,0.934867,0.153612,0.287699,0.415053,0.944538
164490,1793,57200,F,0,5.27536,22.5457,1.27233,1.22085,1.90967,4.73022,1.14413,3.23138,6.2358,0.183497,2.17557,2.35906,2.85774,0.113141,0.916364,1.50489,1.76487
